seconds,FHR,UC,FHR_denoised
0,144.75,47.0,144.75
1,145.0,43.5,145.0
2,144.25,47.0,144.25
3,144.25,53.5,144.25
4,144.75,56.0,144.75
5,144.75,49.0,144.75
6,145.0,49.0,145.0
7,146.0,49.0,146.0
8,146.0,50.5,146.0
9,147.0,53.0,147.0
10,146.25,58.0,146.25
11,146.25,57.5,146.25
12,146.25,54.5,146.25
13,145.0,51.5,145.0
14,145.0,51.0,145.0
15,145.0,50.0,145.0
16,145.75,53.5,145.75
17,145.75,57.5,145.75
18,146.75,62.0,146.75
19,146.75,65.5,146.75
20,144.5,61.5,144.5
21,144.25,54.0,144.25
22,144.25,56.0,144.25
23,145.0,55.0,145.0
24,145.5,57.5,145.5
25,145.5,57.5,145.5
26,144.75,57.5,144.75
27,144.75,56.5,144.75
28,142.5,56.0,142.5
29,142.5,54.0,142.5
30,143.25,54.0,143.25
31,143.5,53.5,143.5
32,143.5,52.5,143.5
33,142.25,53.5,142.25
34,142.25,53.5,142.25
35,141.5,53.0,141.5
36,140.75,53.0,140.75
37,140.75,55.0,140.75
38,142.0,57.5,142.0
39,142.0,59.0,142.0
40,140.75,59.5,140.75
41,140.75,57.5,140.75
42,138.5,56.5,138.5
43,137.5,56.0,137.5
44,137.5,56.0,137.5
45,136.75,56.0,136.75
46,136.75,58.5,136.75
47,136.0,60.5,136.0
48,136.0,62.0,136.0
49,136.0,63.0,136.0
50,135.75,61.5,135.75
51,135.75,60.5,135.75
52,135.0,60.5,135.0
53,135.0,60.5,135.0
54,135.75,60.5,135.75
55,135.75,61.0,135.75
56,135.25,61.0,135.25
57,135.25,60.5,135.25
58,132.0,60.5,132.0
59,132.0,59.5,132.0
60,129.5,60.0,129.5
61,129.5,58.5,129.5
62,129.5,57.0,129.5
63,130.5,56.5,130.5
64,130.5,56.5,130.5
65,130.0,56.0,130.0
66,130.0,55.5,130.0
67,129.75,55.5,129.75
68,129.75,55.0,129.75
69,131.25,55.0,131.25
70,130.25,55.0,130.25
71,130.25,54.5,130.25
72,129.5,55.0,129.5
73,129.5,56.0,129.5
74,127.25,57.0,127.25
75,127.25,58.5,127.25
76,128.5,59.0,128.5
77,128.5,58.0,128.5
78,128.5,57.0,128.5
79,128.5,57.0,128.5
80,129.75,57.0,129.75
81,129.75,57.5,129.75
82,132.5,57.5,132.5
83,132.5,60.0,132.5
84,132.25,61.5,132.25
85,131.5,62.5,131.5
86,131.5,62.5,131.5
87,130.25,61.5,130.25
88,130.25,61.5,130.25
89,131.5,62.0,131.5
90,131.5,62.0,131.5
91,132.75,63.0,132.75
92,132.25,65.5,132.25
93,132.25,65.5,132.25
94,132.25,64.5,132.25
95,132.25,63.5,132.25
96,128.25,64.5,128.25
97,128.25,66.0,128.25
98,127.25,67.5,127.25
99,127.25,68.0,127.25
100,124.0,66.5,124.0
101,124.0,66.0,124.0
102,124.0,65.0,124.0
103,122.0,64.0,122.0
104,119.5,63.5,119.5
105,119.5,63.5,119.5
106,117.75,64.5,117.75
107,117.75,66.5,117.75
108,117.5,68.0,117.5
109,117.5,69.0,117.5
110,124.75,69.0,124.75
111,124.75,69.0,124.75
112,127.5,69.5,127.5
113,127.5,70.5,127.5
114,129.25,71.0,129.25
115,129.25,71.5,129.25
116,129.5,72.5,129.5
117,130.25,73.5,130.25
118,130.25,73.5,130.25
119,131.5,74.5,131.5
120,131.5,75.5,131.5
121,130.75,74.5,130.75
122,130.75,74.5,130.75
123,131.0,77.0,131.0
124,131.0,78.5,131.0
125,130.25,78.0,130.25
126,130.25,76.0,130.25
127,128.5,76.5,128.5
128,126.0,76.0,126.0
129,126.0,76.5,126.0
130,126.25,78.5,126.25
131,126.25,78.5,126.25
132,128.5,79.0,128.5
133,128.5,79.5,128.5
134,128.0,79.0,128.0
135,128.0,79.0,128.0
136,128.5,79.5,128.5
137,128.5,80.5,128.5
138,127.75,81.5,127.75
139,127.75,82.0,127.75
140,126.25,81.5,126.25
141,126.25,82.0,126.25
142,126.5,81.5,126.5
143,126.5,81.5,126.5
144,121.75,82.0,121.75
145,121.75,82.0,121.75
146,120.25,83.0,120.25
