seconds,FHR,UC,FHR_denoised
0,107.25,53.0,107.25
1,107.25,53.0,107.25
2,107.5,50.5,107.5
3,107.5,51.0,107.5
4,0.0,52.5,107.25000000000001
5,0.0,56.0,107.25000000000001
6,0.0,57.0,107.25000000000001
7,0.0,53.5,107.25000000000001
8,139.5,51.5,139.5
9,139.5,55.5,139.5
10,140.5,55.0,140.5
11,140.5,55.0,140.5
12,140.5,55.0,140.5
13,139.5,54.0,139.5
14,139.5,53.5,139.5
15,139.5,52.5,139.5
16,137.0,51.5,137.0
17,137.0,51.5,137.0
18,137.0,50.0,137.0
19,137.0,49.5,137.0
20,137.0,50.5,137.0
21,137.0,53.5,137.0
22,137.0,52.0,137.0
23,137.0,47.0,137.0
24,136.75,46.0,136.75
25,136.75,49.0,136.75
26,137.0,48.5,137.0
27,0.0,47.0,107.25000000000001
28,0.0,46.0,107.25000000000001
29,0.0,45.5,107.25000000000001
30,0.0,44.5,107.25000000000001
31,111.0,43.5,111.0
32,111.0,42.5,111.0
33,109.75,44.5,109.75
34,109.75,44.0,109.75
35,109.0,42.0,109.0
36,109.0,41.0,109.0
37,108.25,40.0,108.25
38,108.25,41.0,108.25
39,108.25,39.0,108.25
40,107.25,36.5,107.25
41,107.25,35.5,107.25
42,109.5,34.5,109.5
43,109.5,33.5,109.5
44,118.25,33.5,118.25
45,120.5,32.5,120.5
46,120.5,32.0,120.5
47,121.5,31.0,121.5
48,121.5,30.0,121.5
49,121.5,29.5,121.5
50,121.5,29.0,121.5
51,117.5,28.5,117.5
52,117.5,27.5,117.5
53,110.0,27.0,110.0
54,110.0,28.0,110.0
55,107.25,30.5,107.25
56,107.25,28.5,107.25
57,106.75,26.0,106.75
58,106.75,27.0,106.75
59,106.25,28.5,106.25
60,106.25,27.0,106.25
61,106.25,25.0,106.25
62,106.5,25.5,106.5
63,106.5,24.5,106.5
64,108.5,25.0,108.5
65,108.5,25.5,108.5
66,108.5,26.0,108.5
67,111.5,26.5,111.5
68,111.5,29.0,111.5
69,111.0,32.0,111.0
70,111.0,36.5,111.0
71,111.0,41.5,111.0
72,111.0,45.0,111.0
73,111.0,51.0,111.0
74,114.5,42.5,114.5
75,117.0,36.5,117.0
76,117.0,36.0,117.0
77,121.75,36.5,121.75
78,121.75,38.0,121.75
79,121.25,39.5,121.25
80,121.25,37.5,121.25
81,126.25,38.5,126.25
82,127.25,36.5,127.25
83,127.25,37.0,127.25
84,129.0,33.0,129.0
85,129.0,32.5,129.0
86,132.75,36.5,132.75
87,132.75,39.5,132.75
88,132.75,40.5,132.75
89,132.75,29.0,132.75
90,132.75,34.5,132.75
91,132.75,37.0,132.75
92,133.0,35.0,133.0
93,133.0,31.0,133.0
94,133.0,27.5,133.0
95,133.0,25.0,133.0
96,133.0,21.0,133.0
97,133.0,14.0,133.0
98,142.75,10.0,142.75
99,142.25,6.5,142.25
100,142.25,4.5,142.25
101,142.75,2.5,142.75
102,142.75,0.0,142.75
103,141.75,0.0,141.75
104,141.25,0.0,141.25
105,141.25,0.0,141.25
106,138.75,0.0,138.75
107,138.75,0.0,138.75
108,138.75,0.0,138.75
109,138.75,0.0,138.75
110,138.75,0.0,138.75
111,139.0,0.0,139.0
112,139.0,0.0,139.0
113,139.0,0.0,139.0
114,139.0,0.0,139.0
115,139.0,0.0,139.0
116,138.75,0.0,138.75
117,0.0,0.0,107.25000000000001
118,0.0,0.0,107.25000000000001
119,0.0,0.0,107.25000000000001
120,0.0,0.0,107.25000000000001
121,0.0,0.0,107.25000000000001
122,0.0,0.0,107.25000000000001
123,237.0,2.5,237.0
124,237.0,4.0,237.0
125,237.0,7.0,237.0
126,237.0,6.5,237.0
127,237.0,4.0,237.0
128,236.75,4.0,236.75
129,236.75,4.0,236.75
130,236.75,3.5,236.75
131,236.75,5.0,236.75
132,236.75,7.0,236.75
133,0.0,8.5,107.25000000000001
134,0.0,11.0,107.25000000000001
135,0.0,9.0,107.25000000000001
136,0.0,5.0,107.25000000000001
137,122.0,3.0,122.0
138,120.0,3.0,120.0
139,120.0,3.5,120.0
