seconds,FHR,UC,FHR_denoised
0,126.0,16.0,126.0
1,126.0,12.0,126.0
2,126.0,12.0,126.0
3,127.75,9.0,127.75
4,127.75,9.0,127.75
5,126.5,7.0,126.5
6,126.5,7.0,126.5
7,125.5,6.0,125.5
8,125.5,6.0,125.5
9,126.0,5.0,126.0
10,126.0,5.0,126.0
11,123.0,5.0,123.0
12,123.0,5.0,123.0
13,123.0,4.0,123.0
14,123.0,4.0,123.0
15,121.0,4.0,121.0
16,121.0,4.0,121.0
17,120.5,3.0,120.5
18,120.5,3.0,120.5
19,120.0,5.0,120.0
20,120.0,5.0,120.0
21,121.5,15.0,121.5
22,121.5,15.0,121.5
23,121.5,27.0,121.5
24,121.5,27.0,121.5
25,123.5,29.0,123.5
26,124.5,29.0,124.5
27,124.5,26.0,124.5
28,123.5,26.0,123.5
29,123.5,24.0,123.5
30,123.5,24.0,123.5
31,123.5,23.0,123.5
32,123.5,23.0,123.5
33,123.5,22.0,123.5
34,120.5,22.0,120.5
35,120.5,23.0,120.5
36,121.5,23.0,121.5
37,121.5,22.0,121.5
38,119.5,22.0,119.5
39,119.5,21.0,119.5
40,122.0,21.0,122.0
41,122.0,22.0,122.0
42,121.5,22.0,121.5
43,121.5,30.0,121.5
44,122.0,30.0,122.0
45,122.0,36.0,122.0
46,123.5,36.0,123.5
47,123.5,37.0,123.5
48,122.5,37.0,122.5
49,122.5,40.0,122.5
50,123.0,40.0,123.0
51,123.0,41.0,123.0
52,124.0,41.0,124.0
53,124.0,37.0,124.0
54,122.5,37.0,122.5
55,122.5,30.0,122.5
56,123.5,30.0,123.5
57,123.5,25.0,123.5
58,122.5,25.0,122.5
59,122.5,22.0,122.5
60,122.5,22.0,122.5
61,122.5,21.0,122.5
62,123.0,21.0,123.0
63,123.0,26.0,123.0
64,122.5,26.0,122.5
65,122.5,36.0,122.5
66,124.0,36.0,124.0
67,124.0,42.0,124.0
68,125.0,42.0,125.0
69,124.0,42.0,124.0
70,124.0,42.0,124.0
71,124.5,39.0,124.5
72,124.5,39.0,124.5
73,124.5,37.0,124.5
74,124.5,37.0,124.5
75,124.0,35.0,124.0
76,124.0,35.0,124.0
77,124.5,32.0,124.5
78,124.5,32.0,124.5
79,124.0,29.0,124.0
80,124.0,29.0,124.0
81,123.0,26.0,123.0
82,123.0,26.0,123.0
83,124.0,22.0,124.0
84,124.0,22.0,124.0
85,123.0,17.0,123.0
86,123.0,17.0,123.0
87,123.0,15.0,123.0
88,123.0,15.0,123.0
89,122.5,14.0,122.5
90,122.5,14.0,122.5
91,121.5,12.0,121.5
92,121.5,12.0,121.5
93,123.0,11.0,123.0
94,123.0,11.0,123.0
95,124.0,12.0,124.0
96,124.0,12.0,124.0
97,123.5,16.0,123.5
98,123.5,16.0,123.5
