seconds,FHR,UC,FHR_denoised
0,140.0,64.5,140.0
1,140.75,64.0,140.75
2,140.75,65.0,140.75
3,138.75,64.5,138.75
4,138.75,64.0,138.75
5,137.75,64.0,137.75
6,137.75,65.0,137.75
7,138.0,64.0,138.0
8,138.0,62.5,138.0
9,138.0,61.5,138.0
10,135.75,60.0,135.75
11,135.75,59.5,135.75
12,134.5,59.0,134.5
13,134.5,57.5,134.5
14,134.0,57.0,134.0
15,134.0,56.0,134.0
16,134.0,56.0,134.0
17,134.5,58.0,134.5
18,134.5,58.0,134.5
19,134.0,56.0,134.0
20,134.0,55.5,134.0
21,134.5,55.5,134.5
22,134.5,55.0,134.5
23,134.5,56.0,134.5
24,135.0,59.0,135.0
25,135.0,60.5,135.0
26,135.0,58.0,135.0
27,134.75,56.0,134.75
28,134.75,56.0,134.75
29,134.25,56.0,134.25
30,134.25,56.5,134.25
31,133.5,57.5,133.5
32,133.5,59.5,133.5
33,133.25,60.5,133.25
34,133.25,59.0,133.25
35,132.75,56.0,132.75
36,132.75,56.0,132.75
37,132.25,55.5,132.25
38,132.25,55.5,132.25
39,129.75,55.5,129.75
40,129.75,56.0,129.75
41,127.5,56.0,127.5
42,127.5,55.0,127.5
43,127.5,55.0,127.5
44,130.25,54.5,130.25
45,130.25,55.0,130.25
46,131.0,56.0,131.0
47,131.0,57.5,131.0
48,131.25,58.5,131.25
49,131.25,57.0,131.25
50,131.75,56.5,131.75
51,131.75,56.0,131.75
52,133.0,57.0,133.0
53,133.0,59.0,133.0
54,132.75,59.5,132.75
55,132.75,57.5,132.75
56,132.5,56.5,132.5
57,132.5,55.5,132.5
58,130.0,55.5,130.0
59,129.75,58.0,129.75
60,129.75,59.0,129.75
61,130.25,57.5,130.25
62,130.25,55.5,130.25
63,131.0,55.0,131.0
64,131.0,55.0,131.0
65,131.75,55.5,131.75
66,131.75,58.0,131.75
67,130.25,58.5,130.25
68,130.25,56.5,130.25
69,130.75,55.5,130.75
70,130.75,54.5,130.75
71,133.0,54.0,133.0
72,133.0,56.5,133.0
73,133.75,57.0,133.75
74,132.75,55.0,132.75
75,132.75,54.0,132.75
76,132.25,52.5,132.25
77,132.25,52.5,132.25
78,130.75,53.5,130.75
79,130.75,54.0,130.75
80,129.0,52.0,129.0
81,127.0,50.5,127.0
82,127.0,50.0,127.0
83,123.5,49.0,123.5
84,123.5,49.0,123.5
85,120.5,50.5,120.5
86,120.5,51.0,120.5
87,116.5,48.0,116.5
88,116.5,46.0,116.5
89,116.0,46.5,116.0
90,116.0,46.0,116.0
91,117.25,45.5,117.25
92,117.25,45.0,117.25
93,119.25,44.5,119.25
94,119.25,43.5,119.25
95,119.25,44.0,119.25
96,122.0,45.0,122.0
97,124.75,43.5,124.75
98,124.75,42.5,124.75
99,128.0,41.5,128.0
100,128.0,40.5,128.0
101,129.25,40.5,129.25
102,129.25,40.0,129.25
103,129.25,40.0,129.25
104,129.25,39.0,129.25
105,130.0,38.5,130.0
106,130.5,39.5,130.5
107,130.5,38.5,130.5
108,130.25,37.5,130.25
109,130.25,37.0,130.25
110,130.25,36.0,130.25
111,130.25,36.0,130.25
112,130.25,35.0,130.25
113,127.5,37.0,127.5
114,127.5,43.0,127.5
115,124.75,40.0,124.75
116,124.75,36.5,124.75
117,122.5,35.5,122.5
118,122.5,35.0,122.5
119,120.25,36.0,120.25
120,120.25,36.0,120.25
121,117.5,37.5,117.5
122,117.5,37.5,117.5
123,117.5,36.0,117.5
124,117.5,35.0,117.5
125,117.5,34.0,117.5
126,119.5,33.5,119.5
127,121.25,33.5,121.25
128,121.25,33.5,121.25
129,122.0,33.0,122.0
130,122.0,32.5,122.0
131,122.75,32.0,122.75
132,122.75,31.5,122.75
133,122.0,31.5,122.0
134,122.0,31.0,122.0
135,120.75,30.5,120.75
136,120.75,30.5,120.75
137,120.25,30.5,120.25
138,120.25,30.5,120.25
139,122.25,30.0,122.25
140,122.25,29.0,122.25
141,122.25,29.0,122.25
142,122.25,29.5,122.25
143,127.0,30.0,127.0
144,127.0,30.5,127.0
145,127.5,30.5,127.5
146,127.5,30.5,127.5
147,128.0,30.0,128.0
148,128.75,30.5,128.75
149,128.75,30.5,128.75
150,129.5,30.5,129.5
151,129.5,31.0,129.5
152,129.75,31.5,129.75
153,129.75,31.5,129.75
154,130.0,31.0,130.0
155,130.0,30.0,130.0
156,128.5,29.5,128.5
157,128.5,29.5,128.5
158,126.0,29.0,126.0
159,126.0,28.5,126.0
160,122.75,28.0,122.75
161,122.75,28.0,122.75
162,122.0,27.0,122.0
163,122.0,26.5,122.0
164,121.25,26.5,121.25
165,121.25,26.0,121.25
166,121.25,26.0,121.25
167,121.25,26.0,121.25
168,123.75,25.5,123.75
169,123.75,24.5,123.75
170,124.25,24.0,124.25
171,125.25,24.0,125.25
172,125.25,24.0,125.25
173,125.5,24.0,125.5
174,125.5,24.0,125.5
175,126.25,23.5,126.25
176,126.25,23.0,126.25
177,126.25,23.0,126.25
178,128.25,22.5,128.25
179,128.25,22.0,128.25
180,128.75,21.5,128.75
181,128.75,21.0,128.75
182,129.0,20.5,129.0
183,129.25,20.5,129.25
184,129.25,20.5,129.25
185,131.75,20.0,131.75
186,131.75,19.5,131.75
187,133.25,19.0,133.25
188,133.25,18.5,133.25
189,133.25,18.5,133.25
190,136.25,19.0,136.25
191,137.5,19.0,137.5
192,137.5,19.0,137.5
193,139.0,19.0,139.0
194,139.0,18.5,139.0
195,139.25,18.5,139.25
196,139.25,18.5,139.25
197,139.25,18.5,139.25
198,139.75,18.5,139.75
199,139.75,18.0,139.75
200,140.5,18.0,140.5
201,140.5,18.5,140.5
202,140.75,19.0,140.75
203,140.75,19.0,140.75
204,139.75,19.0,139.75
205,139.5,18.0,139.5
206,139.5,17.5,139.5
207,138.5,17.5,138.5
208,138.5,17.0,138.5
209,138.5,17.0,138.5
210,136.25,17.0,136.25
211,136.25,16.5,136.25
212,135.5,16.0,135.5
213,135.5,16.0,135.5
214,135.5,15.5,135.5
215,135.5,16.0,135.5
216,135.5,15.5,135.5
217,135.5,15.5,135.5
218,135.5,15.0,135.5
219,135.5,15.0,135.5
220,134.75,15.0,134.75
221,134.75,15.5,134.75
222,134.75,17.5,134.75
223,134.75,18.0,134.75
224,136.0,17.0,136.0
225,136.0,17.5,136.0
226,136.0,17.5,136.0
227,135.0,17.0,135.0
228,135.0,17.0,135.0
229,135.5,17.0,135.5
230,136.0,17.5,136.0
231,136.0,17.0,136.0
232,135.0,16.5,135.0
233,135.0,16.5,135.0
234,134.5,16.0,134.5
235,134.5,16.0,134.5
236,134.5,15.5,134.5
237,134.75,15.0,134.75
238,134.75,15.5,134.75
239,134.25,15.5,134.25
240,134.25,15.5,134.25
241,135.0,15.0,135.0
242,135.75,17.5,135.75
243,135.75,23.5,135.75
244,137.5,25.0,137.5
245,137.5,23.0,137.5
246,138.5,23.5,138.5
247,138.5,26.0,138.5
248,138.5,28.5,138.5
249,138.5,28.0,138.5
250,138.5,28.5,138.5
251,137.75,28.5,137.75
252,137.75,28.0,137.75
253,137.75,30.5,137.75
254,137.75,28.5,137.75
255,137.5,27.0,137.5
256,136.5,25.5,136.5
257,136.5,24.0,136.5
258,136.75,23.5,136.75
259,136.75,22.0,136.75
260,137.75,21.0,137.75
261,137.75,20.5,137.75
262,136.75,20.0,136.75
263,136.75,19.0,136.75
264,136.25,18.0,136.25
265,136.25,17.0,136.25
266,135.75,17.0,135.75
267,135.25,17.0,135.25
268,135.25,16.5,135.25
269,134.25,16.0,134.25
270,134.25,15.5,134.25
271,134.5,15.5,134.5
272,134.5,15.0,134.5
273,135.5,15.0,135.5
274,136.75,14.5,136.75
275,136.75,14.5,136.75
276,138.25,14.5,138.25
277,138.25,14.5,138.25
278,140.0,14.5,140.0
279,141.0,14.0,141.0
280,141.0,14.5,141.0
281,141.0,14.5,141.0
282,141.5,14.0,141.5
283,142.25,14.0,142.25
284,142.25,13.5,142.25
285,142.25,13.5,142.25
286,142.25,13.5,142.25
287,142.25,13.5,142.25
288,142.25,13.0,142.25
289,142.25,13.0,142.25
290,141.25,13.0,141.25
291,141.25,12.5,141.25
292,141.25,13.0,141.25
293,140.75,13.5,140.75
294,140.75,13.0,140.75
295,140.75,12.5,140.75
296,140.75,13.0,140.75
297,142.0,14.0,142.0
298,142.0,18.5,142.0
299,142.0,22.0,142.0
300,142.0,21.5,142.0
301,142.0,18.5,142.0
302,142.0,18.0,142.0
303,142.0,18.5,142.0
304,141.75,19.0,141.75
305,141.75,19.0,141.75
306,139.75,18.5,139.75
307,139.25,17.5,139.25
308,139.25,17.0,139.25
309,139.5,15.5,139.5
310,139.5,15.0,139.5
311,139.0,14.0,139.0
312,139.0,13.5,139.0
313,137.75,13.0,137.75
314,136.5,13.0,136.5
315,136.5,13.0,136.5
316,136.25,13.0,136.25
317,136.25,13.0,136.25
318,136.5,12.5,136.5
319,136.5,12.0,136.5
320,136.5,12.5,136.5
321,135.75,12.5,135.75
322,135.75,13.5,135.75
323,135.75,12.5,135.75
324,135.75,16.0,135.75
325,135.75,24.0,135.75
326,135.75,18.0,135.75
327,137.25,14.0,137.25
328,137.25,14.5,137.25
329,137.25,15.5,137.25
330,137.25,18.0,137.25
331,137.75,18.0,137.75
332,137.75,17.0,137.75
333,137.75,16.5,137.75
334,137.0,15.5,137.0
335,137.0,14.5,137.0
336,136.5,14.0,136.5
337,136.5,14.0,136.5
338,136.5,13.5,136.5
339,135.25,13.5,135.25
340,135.25,13.5,135.25
341,135.25,13.0,135.25
342,135.25,13.0,135.25
343,135.0,13.0,135.0
344,135.0,13.0,135.0
345,135.0,13.5,135.0
346,136.25,13.5,136.25
347,136.25,14.0,136.25
348,138.5,14.5,138.5
349,138.5,14.5,138.5
350,140.25,14.5,140.25
351,140.25,14.5,140.25
352,140.25,15.0,140.25
353,142.25,15.5,142.25
354,142.25,15.5,142.25
355,143.25,16.0,143.25
356,143.25,16.5,143.25
357,143.25,17.0,143.25
358,142.25,17.5,142.25
359,142.25,18.0,142.25
360,140.5,18.0,140.5
361,140.5,18.0,140.5
362,139.25,18.5,139.25
363,139.25,19.0,139.25
364,139.25,19.5,139.25
365,139.75,20.5,139.75
366,139.75,21.5,139.75
367,140.75,22.5,140.75
368,140.75,23.0,140.75
369,140.75,23.0,140.75
370,141.0,23.5,141.0
371,141.0,24.0,141.0
372,140.75,25.0,140.75
373,140.75,25.5,140.75
374,140.75,26.5,140.75
375,139.75,28.0,139.75
376,139.75,29.0,139.75
377,140.75,30.0,140.75
378,140.75,30.0,140.75
379,139.25,30.0,139.25
380,139.5,31.0,139.5
381,139.5,31.0,139.5
