seconds,FHR,UC,FHR_denoised
0,120.75,6.0,120.75
1,116.0,5.5,116.0
2,116.0,6.0,116.0
3,115.5,6.5,115.5
4,115.5,6.5,115.5
5,117.0,6.0,117.0
6,117.0,5.5,117.0
7,121.0,6.0,121.0
8,121.0,6.0,121.0
9,125.75,6.5,125.75
10,125.75,7.0,125.75
11,126.5,7.0,126.5
12,126.5,7.0,126.5
13,128.75,7.0,128.75
14,132.25,7.5,132.25
15,132.25,7.5,132.25
16,131.5,8.0,131.5
17,131.5,8.5,131.5
18,131.5,8.0,131.5
19,131.5,9.0,131.5
20,133.25,9.0,133.25
21,133.25,8.5,133.25
22,133.5,9.0,133.5
23,132.25,9.0,132.25
24,132.25,10.0,132.25
25,130.75,10.0,130.75
26,130.75,10.0,130.75
27,131.5,10.0,131.5
28,131.5,11.5,131.5
29,130.75,12.0,130.75
30,130.75,12.0,130.75
31,130.75,12.0,130.75
32,130.75,12.5,130.75
33,130.0,12.0,130.0
34,129.5,13.0,129.5
35,129.5,14.0,129.5
36,128.5,14.5,128.5
37,128.5,15.0,128.5
38,124.0,14.5,124.0
39,124.0,15.5,124.0
40,127.25,16.0,127.25
41,127.25,16.5,127.25
42,125.75,17.0,125.75
43,125.75,16.5,125.75
44,126.75,16.0,126.75
45,126.75,16.0,126.75
46,131.0,16.0,131.0
47,131.0,15.5,131.0
48,133.5,15.0,133.5
49,135.0,16.0,135.0
50,135.0,16.5,135.0
51,135.75,16.5,135.75
52,135.75,16.0,135.75
53,135.75,16.5,135.75
54,135.75,16.0,135.75
55,134.5,16.0,134.5
56,133.25,15.5,133.25
57,133.25,15.0,133.25
58,129.0,15.5,129.0
59,129.0,14.5,129.0
60,125.25,14.0,125.25
61,125.25,15.0,125.25
62,125.25,13.5,125.25
63,131.0,14.5,131.0
64,131.0,12.5,131.0
65,134.25,13.5,134.25
66,134.25,14.0,134.25
67,133.5,15.0,133.5
68,135.0,16.5,135.0
69,135.0,17.5,135.0
70,137.0,18.5,137.0
71,137.0,19.0,137.0
72,138.25,19.0,138.25
73,139.0,19.0,139.0
74,139.0,19.5,139.0
75,139.0,19.0,139.0
76,140.25,20.0,140.25
77,140.25,20.5,140.25
78,142.5,20.0,142.5
79,143.5,19.0,143.5
80,143.5,18.5,143.5
81,145.0,18.0,145.0
82,145.0,18.0,145.0
83,145.5,18.0,145.5
84,146.25,17.0,146.25
85,146.25,16.5,146.25
86,147.25,17.0,147.25
87,147.25,16.5,147.25
88,148.5,16.0,148.5
89,149.25,16.5,149.25
90,149.25,16.5,149.25
91,149.75,16.5,149.75
92,149.25,16.5,149.25
93,149.25,16.5,149.25
94,148.5,16.5,148.5
95,148.5,17.5,148.5
96,147.5,17.5,147.5
97,146.75,17.5,146.75
98,146.75,17.5,146.75
99,143.25,17.5,143.25
100,143.25,18.0,143.25
101,131.75,17.5,131.75
102,131.75,18.0,131.75
103,129.0,18.0,129.0
104,129.0,17.5,129.0
105,129.0,17.5,129.0
106,129.0,17.5,129.0
107,127.75,17.5,127.75
108,127.75,17.0,127.75
109,127.75,17.0,127.75
110,127.75,17.5,127.75
111,127.75,18.0,127.75
112,127.75,18.0,127.75
