seconds,FHR,UC
0,142.5,5.0
1,143.0,5.5
2,143.5,5.5
3,143.5,5.0
4,143.25,5.0
5,143.25,4.5
6,143.25,4.5
7,143.25,5.0
8,143.25,5.5
9,143.25,6.5
10,143.25,7.5
11,143.0,7.5
12,143.0,6.5
13,143.0,5.5
14,143.0,5.0
15,143.0,5.0
16,143.25,5.0
17,143.5,5.0
18,143.5,6.0
19,144.5,6.5
20,144.5,7.5
21,144.0,8.0
22,144.75,7.0
23,144.75,6.0
24,144.5,5.5
25,144.5,5.0
26,144.25,5.0
27,144.25,5.0
28,144.25,5.5
29,143.75,6.0
30,143.75,7.0
31,143.5,7.5
32,143.0,7.5
33,143.0,7.5
34,143.75,6.0
35,143.75,5.5
36,142.5,5.5
37,142.5,5.5
38,142.5,5.5
39,143.0,6.5
40,143.0,7.5
41,143.25,8.5
42,143.25,9.5
43,143.25,10.5
44,143.25,9.5
45,143.25,8.0
46,144.0,7.0
47,144.0,7.0
48,144.0,7.0
49,144.25,7.5
50,144.25,8.0
51,144.75,9.0
52,144.25,9.0
53,144.25,7.5
54,144.75,6.0
55,144.75,5.5
56,144.0,5.0
57,144.5,5.5
58,144.5,7.0
59,143.5,7.5
60,143.5,7.5
61,144.25,6.5
62,144.0,5.5
63,144.0,5.5
64,143.25,5.0
65,143.25,5.0
66,143.5,5.0
67,145.0,6.0
68,145.0,7.0
69,143.75,7.5
70,143.75,7.5
71,144.25,7.0
72,144.5,6.5
73,144.5,6.0
74,144.0,7.0
75,144.0,8.0
76,142.75,9.5
77,143.25,10.5
78,143.25,10.0
79,143.25,9.0
80,143.25,8.5
81,143.5,9.0
82,144.0,8.5
83,144.0,8.0
84,144.5,8.0
85,144.5,8.0
86,144.5,7.5
87,143.25,7.5
88,143.25,6.5
89,142.75,6.0
90,142.75,5.5
91,143.0,5.5
92,143.25,6.0
93,143.25,6.5
94,142.75,7.5
95,142.75,7.0
96,143.25,6.5
97,144.75,5.5
98,144.75,5.5
99,144.75,5.5
100,144.75,5.0
101,145.0,5.5
102,145.25,5.0
103,145.25,5.5
104,146.0,6.0
105,146.0,7.0
106,144.25,8.0
107,144.0,8.0
108,144.0,7.0
109,143.75,6.0
110,143.75,5.5
111,143.75,5.5
112,143.25,5.5
113,143.25,5.5
114,142.75,5.5
115,142.75,6.5
116,143.75,7.0
117,142.5,8.0
118,142.5,8.5
119,143.0,8.0
120,143.0,6.5
121,144.75,5.5
122,144.0,5.5
123,144.0,5.5
124,143.5,5.5
125,143.5,6.0
126,144.75,7.0
127,143.75,7.5
128,143.75,9.0
129,143.25,8.5
130,143.25,7.0
131,145.25,6.0
132,144.75,6.0
133,144.75,6.0
134,143.75,6.0
135,143.75,5.5
136,143.75,5.5
137,144.5,5.5
138,144.5,6.5
139,145.0,7.5
140,143.5,8.0
141,143.5,8.0
142,145.0,7.0
143,145.0,6.0
144,143.75,5.5
145,143.75,5.5
146,142.75,5.5
147,142.75,6.0
148,142.75,6.5
149,142.75,7.5
150,142.75,8.0
151,141.5,8.0
152,142.25,7.0
153,142.25,6.0
154,141.75,5.5
155,141.75,5.5
156,141.75,5.5
157,143.0,5.5
158,143.0,5.5
159,143.75,6.0
160,143.75,6.5
161,144.75,7.5
162,143.75,8.0
