seconds,FHR,UC
0,136.0,0.0
1,136.25,0.0
2,136.25,0.5
3,137.5,0.5
4,137.5,0.0
5,135.25,0.5
6,135.25,0.5
7,131.25,0.5
8,129.25,0.0
9,129.25,0.0
10,129.5,0.0
11,129.5,0.0
12,130.25,0.0
13,130.25,0.0
14,132.0,0.0
15,132.0,0.0
16,133.0,0.0
17,133.0,0.0
18,134.5,0.0
19,135.25,0.0
20,135.25,0.0
21,136.75,0.0
22,136.75,1.5
23,140.0,4.0
24,140.25,6.0
25,140.25,6.0
26,140.5,4.5
27,140.5,2.5
28,143.0,1.5
29,143.0,2.0
30,143.0,2.0
31,143.25,2.0
32,143.25,1.5
33,143.0,1.0
34,143.0,0.5
35,144.5,0.0
36,145.0,0.0
37,145.0,0.0
38,145.0,0.0
39,145.0,0.0
40,146.25,0.0
41,147.0,0.0
42,147.0,0.0
43,148.0,0.0
44,149.0,0.0
45,149.0,0.0
46,148.25,0.0
47,148.25,0.0
48,147.0,0.0
49,146.25,0.0
50,146.25,0.0
51,136.75,0.0
52,136.75,0.0
53,132.75,0.5
54,132.75,0.5
55,123.0,0.5
56,123.0,0.0
57,123.0,0.5
58,123.0,0.5
59,123.0,0.5
60,123.0,1.0
61,123.0,1.0
62,123.0,1.0
63,123.0,1.0
64,123.0,1.5
65,123.0,1.5
66,123.0,1.5
67,123.0,2.0
68,123.0,2.5
69,123.0,3.0
70,0.0,3.0
71,0.0,3.5
72,0.0,4.0
73,0.0,4.0
74,0.0,4.0
75,109.75,4.5
76,109.75,4.5
77,109.75,5.0
78,119.75,5.5
79,120.5,6.0
80,120.5,6.5
81,120.25,7.0
82,120.25,7.5
83,121.75,8.0
84,121.75,8.5
85,122.25,9.0
86,122.25,9.0
87,122.75,9.5
88,122.75,10.0
89,123.0,10.5
90,123.0,11.0
91,124.25,11.5
92,127.25,12.0
93,127.25,12.5
94,127.0,13.5
95,127.0,14.0
96,127.25,15.0
97,127.25,15.5
98,128.75,16.5
99,128.75,17.0
100,127.75,17.5
101,127.75,18.5
102,125.75,19.0
103,125.75,19.5
104,122.75,21.0
105,122.75,22.0
106,120.25,23.5
107,120.25,24.5
108,120.25,26.5
109,120.25,28.0
110,120.25,29.5
111,120.25,31.5
112,120.25,35.0
113,120.5,37.5
114,120.5,40.5
115,120.5,39.5
116,120.5,39.0
117,0.0,39.5
118,0.0,40.5
119,0.0,41.5
120,0.0,43.5
121,0.0,44.5
122,0.0,45.0
123,0.0,45.5
124,0.0,46.5
125,0.0,47.0
126,0.0,47.5
127,0.0,48.5
128,0.0,50.0
129,0.0,51.0
130,0.0,53.0
131,224.75,54.5
132,224.75,55.5
133,227.25,57.0
134,226.75,59.0
135,233.0,60.0
136,238.75,62.5
137,238.75,64.0
138,239.0,65.5
139,239.0,67.0
140,239.0,69.0
141,238.75,70.5
142,239.0,72.0
143,0.0,74.0
144,0.0,76.5
145,0.0,78.0
146,0.0,80.0
147,0.0,81.5
148,0.0,83.0
149,130.0,85.0
150,130.0,86.5
151,131.0,88.0
152,131.0,90.0
153,131.25,91.5
154,130.75,93.0
155,130.75,94.0
156,129.75,96.0
157,129.75,97.0
158,128.0,98.0
159,128.0,99.5
160,128.0,101.5
161,124.25,102.5
162,121.0,103.5
163,121.0,105.0
164,119.0,106.0
165,119.0,107.0
166,116.75,108.5
167,116.75,109.5
168,120.25,110.5
169,120.25,112.0
170,120.25,113.0
171,123.5,114.0
172,123.5,115.0
173,124.0,116.0
174,124.0,116.5
175,123.0,117.5
176,122.0,119.0
177,122.0,119.5
178,122.25,120.0
179,122.25,121.0
180,122.25,122.0
181,122.25,122.0
182,122.25,122.5
183,122.25,123.5
184,121.0,124.0
185,121.0,124.5
186,116.5,125.0
187,116.5,125.5
188,112.25,125.0
189,112.25,125.0
190,108.0,125.5
191,108.75,125.0
192,108.75,125.5
193,108.25,126.5
194,108.25,126.5
195,108.25,126.0
196,107.75,126.5
197,110.5,126.5
198,110.5,126.5
199,113.25,127.0
200,113.25,127.0
201,119.0,127.0
202,119.0,127.0
203,120.25,127.0
204,120.25,127.0
205,122.25,127.0
206,122.25,127.0
207,123.25,127.0
208,123.25,127.0
209,122.75,127.0
210,122.75,127.0
211,120.5,127.0
212,120.5,127.0
213,117.0,127.0
214,117.0,127.0
215,114.25,127.0
216,114.25,127.0
217,114.25,127.0
218,100.5,127.0
219,100.5,127.0
220,100.0,127.0
221,100.0,127.0
222,100.0,126.5
223,101.75,126.5
224,101.25,126.5
225,101.25,126.5
226,101.25,126.0
227,103.75,126.0
228,103.75,126.5
229,103.75,126.5
230,109.25,126.0
231,109.25,125.0
232,114.5,125.0
233,114.5,124.5
234,114.75,125.0
235,114.75,125.0
236,116.5,124.0
237,116.5,124.0
238,113.75,123.5
239,113.75,123.0
240,109.25,122.0
241,109.25,122.5
242,108.75,123.5
243,108.75,124.0
244,105.75,125.5
245,105.75,126.5
246,105.75,127.0
247,105.5,127.0
248,105.5,127.0
249,108.5,127.0
250,108.5,124.5
251,112.5,123.0
252,112.5,122.0
253,112.0,120.5
254,112.0,119.5
255,111.5,118.5
256,111.5,116.5
257,113.5,114.5
258,113.5,114.0
259,114.75,114.0
260,114.75,113.5
261,118.0,114.0
262,118.0,114.5
263,117.0,116.0
264,117.0,116.5
265,117.0,117.0
266,117.5,115.0
267,117.5,112.5
268,119.25,111.5
269,119.25,110.5
270,117.75,109.5
271,117.75,108.0
272,116.5,106.5
273,116.5,105.0
274,118.75,103.5
275,118.75,103.0
276,119.5,102.5
277,119.5,102.0
278,121.0,102.0
279,121.0,102.0
280,122.5,102.5
281,122.5,101.5
282,120.75,101.5
283,120.75,100.5
284,127.0,98.0
285,127.0,97.0
286,127.0,96.5
287,127.0,95.5
288,126.75,94.0
289,126.75,93.0
290,126.75,92.0
291,126.75,91.0
292,127.0,90.0
293,127.0,89.5
294,127.0,89.0
295,126.75,89.0
296,0.0,89.0
297,0.0,89.0
298,0.0,89.0
299,0.0,87.0
300,0.0,86.0
301,0.0,85.5
302,118.5,84.5
303,118.5,84.0
304,118.0,83.5
305,118.0,82.5
306,118.0,81.5
307,118.0,81.0
308,119.25,81.0
309,119.25,80.5
310,120.25,80.0
311,120.25,79.5
312,122.25,79.5
313,122.25,81.0
314,123.5,83.0
315,123.5,84.5
316,125.25,85.5
317,125.25,86.5
318,125.75,84.5
319,125.75,82.5
320,126.0,82.5
321,126.0,82.0
322,123.0,81.0
323,123.0,80.5
324,124.0,79.5
325,124.0,78.5
326,124.0,77.0
327,124.0,75.5
328,124.0,73.5
329,124.0,72.5
330,123.75,71.0
331,123.75,70.5
332,123.75,70.0
333,114.0,68.5
334,114.0,68.0
335,115.75,67.0
336,115.75,66.0
337,115.5,66.0
338,115.5,66.5
339,115.5,66.0
340,116.0,65.0
341,116.0,63.5
342,114.25,63.5
343,114.25,64.0
344,112.0,63.5
345,112.0,63.5
346,114.0,64.0
347,114.0,63.0
348,115.0,62.5
349,115.0,62.0
350,114.25,62.5
351,114.25,62.5
352,116.25,62.0
353,116.25,61.5
354,116.25,61.0
355,95.0,61.0
356,95.0,60.5
357,95.0,60.0
358,83.25,60.0
359,83.25,59.5
360,83.25,58.5
361,95.25,58.0
362,95.25,58.0
363,105.25,57.0
364,105.25,57.0
365,107.25,56.5
366,107.25,56.0
367,108.5,55.5
368,108.5,55.0
369,111.75,54.5
370,111.75,54.0
371,112.75,53.5
372,112.75,53.5
373,110.0,53.0
374,110.0,52.5
375,106.25,52.5
376,106.25,51.5
377,106.25,51.0
378,106.25,51.0
379,106.25,51.0
380,107.75,50.5
381,107.75,51.5
382,110.0,53.0
383,110.0,53.5
384,116.5,52.0
385,116.5,51.0
386,122.5,50.5
387,122.5,50.0
388,124.25,50.0
389,124.25,50.0
390,126.25,49.5
391,126.25,49.0
392,126.25,48.0
393,126.25,47.5
394,125.5,46.5
395,125.5,46.5
396,123.75,45.5
397,123.75,45.0
398,123.0,45.0
399,122.75,44.5
400,122.75,45.0
401,123.0,45.5
402,123.0,45.5
403,124.5,45.5
404,124.5,45.5
405,125.0,44.5
406,125.0,43.0
407,127.0,42.5
408,127.0,42.5
409,127.25,42.0
410,127.25,41.0
411,127.5,40.5
412,127.5,40.0
413,129.75,39.0
414,130.75,38.5
415,130.75,37.5
416,127.25,37.0
417,127.25,36.5
418,126.25,36.5
419,126.25,36.0
420,125.5,36.0
421,125.5,36.0
422,119.75,35.5
423,119.75,35.0
424,114.0,35.0
425,114.0,35.0
426,114.0,34.5
427,119.25,34.0
428,121.0,34.5
429,121.0,34.0
430,123.25,34.0
431,123.25,34.0
432,128.0,38.0
433,128.0,43.0
434,124.0,39.0
435,124.0,37.5
436,124.0,36.5
437,124.0,36.5
438,120.75,37.0
439,120.75,38.0
440,121.0,37.5
441,121.0,37.0
442,120.5,36.5
443,120.5,35.5
444,112.75,35.0
445,112.75,34.5
446,119.0,34.0
447,119.0,34.0
448,119.25,33.0
449,119.25,33.0
450,114.0,33.0
451,114.0,32.5
452,114.0,32.5
453,109.5,32.5
454,109.5,32.0
455,108.25,32.0
456,108.25,32.0
457,108.25,31.5
458,110.75,31.5
459,110.75,31.5
460,113.0,31.5
461,113.0,31.0
462,113.5,30.5
463,113.5,30.5
464,115.75,30.0
465,115.75,29.5
466,121.5,29.5
467,124.0,29.0
468,124.0,28.5
