seconds,FHR,UC
0,120.0,36.0
1,120.0,32.0
2,126.0,32.0
3,126.0,34.0
4,129.75,34.0
5,131.0,40.0
6,131.0,40.0
7,129.25,45.0
8,129.25,45.0
9,124.5,46.0
10,124.5,46.0
11,128.25,44.0
12,128.25,44.0
13,129.25,39.0
14,129.25,39.0
15,131.0,35.0
16,131.0,35.0
17,127.75,33.0
18,127.75,33.0
19,125.0,31.0
20,130.5,31.0
21,130.5,28.0
22,134.5,28.0
23,134.5,27.0
24,136.25,27.0
25,136.25,28.0
26,139.0,28.0
27,140.25,30.0
28,140.25,30.0
29,141.5,30.0
30,141.5,30.0
31,141.5,29.0
32,142.75,29.0
33,144.25,29.0
34,145.75,29.0
35,145.75,30.0
36,146.25,30.0
37,147.75,30.0
38,147.75,30.0
39,149.25,31.0
40,149.25,31.0
41,149.25,31.0
42,150.0,31.0
43,150.0,31.0
44,150.75,31.0
45,151.5,31.0
46,151.5,31.0
47,151.5,34.0
48,151.5,34.0
49,151.5,35.0
50,152.25,35.0
51,152.25,35.0
52,151.5,35.0
53,149.25,33.0
54,149.25,33.0
55,147.75,32.0
56,147.75,32.0
57,147.0,33.0
58,146.25,33.0
59,146.25,33.0
60,145.75,33.0
61,147.0,35.0
62,147.0,35.0
63,146.25,41.0
64,146.25,41.0
65,147.0,57.0
66,147.0,57.0
67,147.0,72.0
68,145.0,72.0
69,145.0,71.0
70,144.25,71.0
71,145.0,61.0
72,145.0,61.0
73,146.25,52.0
74,146.25,52.0
75,149.25,47.0
76,149.25,47.0
77,149.25,44.0
78,150.75,44.0
79,150.75,45.0
80,150.75,45.0
81,0.0,49.0
82,0.0,49.0
83,0.0,50.0
84,0.0,50.0
85,0.0,47.0
86,147.0,47.0
87,147.0,42.0
88,147.75,42.0
89,147.0,38.0
90,147.0,38.0
91,150.0,38.0
92,150.75,38.0
93,150.75,41.0
94,151.5,41.0
95,150.0,45.0
96,150.0,45.0
97,149.25,51.0
98,150.75,51.0
99,150.75,61.0
100,150.75,61.0
101,150.75,67.0
102,152.25,67.0
103,152.25,63.0
104,152.25,63.0
105,152.25,53.0
106,152.25,53.0
107,152.25,43.0
108,152.25,43.0
109,152.25,38.0
110,154.75,38.0
111,153.75,37.0
112,153.75,37.0
113,153.75,38.0
114,156.25,38.0
115,156.25,42.0
116,155.5,42.0
117,154.75,46.0
118,154.75,46.0
119,156.25,46.0
120,155.5,46.0
121,155.5,43.0
122,156.25,43.0
123,158.0,46.0
124,158.0,46.0
125,157.0,56.0
126,156.25,56.0
127,156.25,63.0
128,153.75,63.0
129,153.75,58.0
130,147.0,58.0
131,0.0,49.0
132,0.0,49.0
133,0.0,48.0
134,0.0,48.0
135,0.0,52.0
136,153.0,52.0
137,153.0,51.0
138,153.0,51.0
139,151.5,47.0
140,151.5,47.0
141,153.75,49.0
142,154.75,49.0
143,154.75,51.0
144,153.75,51.0
145,153.75,43.0
146,154.75,43.0
147,155.5,33.0
148,155.5,33.0
149,153.75,33.0
150,153.75,33.0
151,153.75,41.0
152,154.75,41.0
153,154.75,44.0
154,154.75,44.0
155,157.0,40.0
156,156.25,40.0
157,156.25,41.0
158,157.0,41.0
159,156.25,50.0
160,156.25,50.0
161,157.0,52.0
162,157.0,52.0
163,157.0,45.0
164,158.0,45.0
165,158.75,44.0
166,158.75,44.0
167,158.0,46.0
168,158.0,46.0
169,158.75,49.0
170,158.0,49.0
171,158.0,49.0
172,158.75,49.0
173,158.75,43.0
174,158.75,43.0
175,158.75,42.0
176,159.5,42.0
177,159.5,49.0
178,160.5,49.0
179,159.5,49.0
180,159.5,49.0
181,161.25,42.0
182,160.5,42.0
183,160.5,42.0
184,160.5,42.0
