seconds,FHR,UC
0,148.75,38.5
1,150.25,39.0
2,150.25,39.5
3,151.0,40.5
4,151.5,41.5
5,151.5,42.5
6,151.75,41.0
7,151.75,39.0
8,151.0,38.5
9,151.0,38.0
10,148.5,38.0
11,148.5,37.5
12,147.25,36.5
13,147.25,35.5
14,147.25,36.0
15,143.75,38.0
16,143.75,39.0
17,144.5,41.0
18,144.5,40.5
19,144.5,38.5
20,143.0,37.5
21,143.0,37.0
22,141.5,37.0
23,141.5,36.5
24,141.5,36.0
25,141.0,35.5
26,141.0,34.0
27,141.0,34.5
28,141.0,36.0
29,141.0,37.0
30,141.0,38.5
31,141.0,39.5
32,141.0,38.5
33,141.0,37.5
34,0.0,37.0
35,0.0,37.0
36,0.0,36.5
37,129.25,36.0
38,129.25,35.0
39,125.75,34.0
40,125.75,33.0
41,124.25,33.5
42,124.25,36.5
43,125.0,39.0
44,125.0,40.5
45,127.0,40.5
46,127.0,37.0
47,127.0,37.0
48,128.0,38.0
49,128.0,39.0
50,132.75,45.5
51,134.5,48.5
52,134.5,44.0
53,130.75,41.5
54,130.75,39.5
55,129.25,39.0
56,129.25,38.5
57,128.75,37.0
58,128.75,36.5
59,0.0,35.0
60,0.0,36.5
61,0.0,39.5
62,0.0,41.5
63,129.0,43.0
64,129.0,44.0
65,129.0,42.0
66,129.0,38.5
67,129.0,36.5
68,129.0,36.0
69,129.0,36.0
70,0.0,35.5
71,0.0,37.0
72,0.0,39.0
73,0.0,39.5
74,0.0,41.0
75,0.0,42.0
76,0.0,38.5
77,0.0,35.5
78,0.0,34.5
79,0.0,34.0
80,0.0,34.0
81,0.0,33.5
82,118.0,36.0
83,118.0,39.0
84,118.75,39.5
85,118.75,40.5
86,118.75,40.0
87,117.0,37.0
88,117.0,34.5
89,115.75,33.0
90,115.75,33.5
91,115.5,33.5
92,115.5,34.0
93,115.25,38.5
94,115.25,42.0
95,115.75,41.0
96,115.75,35.5
97,115.25,33.5
98,115.25,33.0
99,116.0,32.0
100,116.0,32.0
101,116.0,32.0
102,116.0,33.5
103,116.25,37.0
104,116.25,38.5
105,116.25,40.0
106,116.25,41.5
107,116.25,39.0
108,116.25,36.0
109,0.0,34.5
110,0.0,34.0
111,0.0,34.5
112,130.75,34.0
113,130.75,34.0
114,130.75,35.5
115,130.75,37.5
116,130.75,39.0
117,130.75,40.5
118,130.75,41.0
119,130.75,38.5
120,130.75,36.0
121,130.75,35.5
122,130.75,35.0
123,130.75,34.5
124,0.0,33.5
125,0.0,33.0
126,0.0,35.0
127,0.0,36.5
128,0.0,37.0
129,0.0,39.0
130,0.0,40.5
131,0.0,37.0
132,0.0,34.0
133,128.0,32.5
134,128.0,32.5
135,128.0,33.0
136,128.0,32.5
137,129.0,33.5
138,129.0,35.5
139,130.5,37.5
140,131.75,38.5
141,131.75,40.0
142,132.0,38.5
143,132.0,35.5
144,132.0,33.5
145,132.0,33.5
146,129.75,34.0
147,129.75,33.0
148,129.25,31.5
149,129.25,30.0
150,128.5,32.0
151,129.5,35.5
152,129.5,37.0
153,131.0,40.0
154,131.0,41.5
155,130.5,38.0
156,130.5,35.5
157,130.5,34.0
158,130.5,34.0
159,132.0,34.5
160,132.0,34.0
161,132.0,34.5
162,132.25,38.5
163,132.25,40.5
164,132.25,42.0
165,125.75,43.0
166,125.75,40.0
167,125.75,36.0
168,125.0,35.0
169,125.0,36.0
170,127.75,38.5
171,127.75,47.0
172,132.75,51.0
173,132.75,50.0
174,134.0,48.0
175,134.0,45.5
176,133.5,43.5
177,131.75,43.0
178,131.75,44.5
179,131.75,45.5
180,131.75,45.0
181,131.0,43.0
182,131.0,39.0
183,134.0,37.5
184,134.0,41.0
185,135.5,45.0
186,135.5,46.5
187,136.0,42.0
188,136.0,39.5
189,137.25,39.5
190,137.25,40.0
191,137.25,40.0
192,138.0,38.0
193,138.75,36.5
194,138.75,36.0
195,137.75,37.0
196,137.75,40.0
197,136.25,42.5
198,136.25,43.5
199,136.25,40.5
200,133.25,38.5
201,133.25,39.5
202,128.5,40.5
203,128.5,41.0
204,128.75,40.5
205,128.75,40.0
206,130.25,39.0
207,130.25,36.0
208,131.75,34.5
209,131.75,36.0
210,133.75,38.5
211,133.75,40.0
212,134.0,41.5
213,134.0,43.0
214,134.0,41.5
215,130.75,38.5
216,130.75,37.0
217,129.75,36.5
218,129.75,36.0
219,130.0,35.5
220,130.0,34.5
221,130.5,33.5
222,130.5,34.0
223,131.75,36.5
224,131.75,37.5
225,131.0,38.5
226,131.0,40.0
227,132.25,38.5
228,132.75,36.5
229,132.75,36.0
230,132.75,36.5
231,136.0,36.5
232,136.0,37.0
233,136.0,41.0
234,136.0,44.5
235,133.5,45.0
236,132.75,42.0
237,132.75,39.5
238,134.0,39.0
239,134.0,40.0
240,134.0,40.5
241,134.0,40.0
242,134.0,39.5
243,134.25,38.5
244,134.25,37.0
245,134.25,35.5
246,132.5,34.5
247,132.5,33.0
248,135.5,33.5
249,135.5,37.0
250,137.0,39.0
251,137.0,41.0
252,140.0,42.5
253,140.0,42.5
254,140.0,41.0
255,143.0,41.5
256,143.0,42.5
257,145.0,43.0
258,145.0,42.5
259,145.0,41.0
260,145.5,38.5
261,145.5,36.0
262,145.5,35.0
263,142.25,36.0
264,142.25,38.0
265,142.5,39.5
266,142.5,40.0
267,142.5,41.0
268,142.0,40.5
269,142.0,38.0
270,142.0,37.0
271,142.0,36.5
272,139.75,36.0
273,139.75,35.5
274,140.5,34.0
275,140.5,33.0
276,140.5,34.5
277,133.25,36.0
278,133.25,37.0
279,134.5,38.5
280,134.5,40.0
281,136.0,39.0
282,136.0,37.0
283,137.5,36.5
284,137.5,36.5
285,137.5,36.5
286,135.25,36.0
287,135.25,35.5
288,136.25,33.5
289,136.25,32.5
290,136.25,33.5
291,136.25,35.5
292,135.5,37.0
293,135.5,39.0
294,136.75,40.0
295,136.75,39.0
296,139.5,37.0
297,140.5,36.5
298,140.5,36.0
299,141.5,36.0
300,141.5,35.5
301,141.75,34.5
302,141.75,34.5
303,141.75,37.0
304,141.75,38.0
305,140.0,39.0
306,140.0,41.0
307,140.75,40.5
308,140.5,38.5
309,140.5,37.0
310,139.0,36.0
311,139.0,35.5
312,139.0,35.5
313,135.75,34.5
314,135.75,33.5
315,135.0,34.5
316,135.0,37.0
317,135.25,38.0
318,136.5,39.5
319,136.5,39.5
320,137.75,36.5
321,137.75,33.5
322,139.0,32.5
323,140.25,32.5
324,140.25,32.5
325,140.25,32.0
326,141.0,33.0
327,141.0,37.0
328,141.25,38.5
329,141.25,40.0
330,139.25,41.0
331,139.25,38.5
332,140.0,35.5
333,140.0,33.5
334,139.5,40.5
335,139.5,51.0
336,138.25,46.5
337,138.25,43.0
338,136.0,42.0
339,134.5,40.0
340,134.5,39.0
341,134.5,38.0
342,134.5,36.0
343,131.0,33.5
344,131.0,32.5
345,131.0,35.0
346,132.25,39.5
347,132.25,42.0
348,134.75,44.5
349,134.75,47.0
350,135.5,46.0
351,135.5,43.5
352,135.5,44.5
353,136.5,45.5
354,136.5,46.5
355,134.25,46.5
356,134.25,43.0
357,134.0,39.5
358,134.0,36.5
359,134.0,35.0
360,134.0,38.0
361,134.0,41.5
362,134.0,43.5
363,134.0,45.5
364,135.25,43.0
365,135.25,37.5
366,135.25,36.0
367,138.5,36.0
368,139.0,36.5
369,139.0,37.0
370,139.25,36.5
371,139.25,39.5
372,139.25,41.5
373,139.25,42.5
374,139.25,44.0
375,139.25,42.5
376,125.0,38.0
377,125.0,35.5
378,114.0,35.5
379,114.0,37.5
380,114.0,38.5
381,114.0,39.5
382,114.0,46.5
383,112.25,45.0
384,112.25,38.5
385,112.25,38.0
386,112.25,37.5
387,0.0,37.5
388,0.0,38.5
389,0.0,38.5
390,0.0,37.5
391,99.5,35.5
392,99.5,33.0
393,99.25,31.5
394,99.25,33.0
395,99.25,35.5
396,99.25,37.0
397,99.25,39.0
398,91.75,40.5
399,91.75,39.0
400,89.0,36.0
401,89.0,35.0
402,89.0,34.0
403,88.75,34.0
404,88.75,33.5
405,88.0,32.0
406,88.0,30.0
407,88.0,29.0
408,89.0,31.0
409,89.0,32.5
410,89.0,34.5
411,89.5,36.0
412,89.5,36.0
413,93.25,36.0
414,93.25,36.5
415,93.25,38.0
416,93.75,40.5
417,93.75,40.5
418,93.75,39.0
419,93.75,37.5
420,93.75,35.0
421,0.0,32.0
422,0.0,30.0
423,0.0,32.0
424,0.0,36.0
425,0.0,38.0
426,0.0,39.5
427,0.0,40.5
428,0.0,38.0
429,0.0,35.5
430,0.0,34.0
431,0.0,33.0
432,126.0,32.5
433,126.0,31.5
434,127.25,30.5
435,127.25,29.0
436,127.75,31.0
437,127.75,33.5
438,127.75,35.5
439,127.75,37.5
440,0.0,36.0
441,0.0,33.5
442,127.75,33.5
443,127.75,32.5
444,128.0,32.0
445,128.0,32.5
446,129.0,32.0
447,129.0,30.5
448,129.0,32.0
449,129.0,34.5
450,128.25,37.0
451,127.5,37.5
452,127.5,33.0
453,128.75,31.5
454,128.75,32.5
455,130.25,33.0
456,130.25,33.5
457,131.5,31.5
458,131.5,30.5
459,133.75,35.0
460,137.25,34.5
461,137.25,31.0
462,137.25,28.5
463,139.0,32.0
464,139.25,35.5
465,139.25,39.0
466,139.25,41.0
467,131.0,37.0
468,131.0,33.0
469,131.75,31.5
470,131.75,31.5
471,131.75,31.5
472,132.25,31.0
473,132.25,31.0
474,130.75,33.5
475,130.75,36.5
476,130.75,39.5
477,130.75,40.5
478,130.75,35.5
479,132.0,35.0
480,132.0,37.5
481,134.25,39.0
482,134.25,39.5
483,134.25,39.5
484,136.5,38.5
485,136.5,35.0
486,136.5,33.0
487,136.25,34.5
488,136.25,37.5
489,136.25,40.0
490,136.25,41.5
491,136.25,39.5
492,136.25,35.0
493,136.25,33.0
494,137.25,33.0
495,137.25,40.0
496,136.0,46.0
497,136.0,41.0
498,137.0,38.0
499,138.25,37.0
500,138.25,36.0
501,138.25,35.5
502,137.0,34.5
503,137.0,32.5
504,137.0,31.5
505,136.5,33.0
506,136.5,36.0
507,136.5,38.5
508,137.0,40.5
509,137.0,41.0
510,137.0,39.0
511,138.25,37.0
512,138.25,35.5
513,138.75,35.0
514,138.75,34.5
515,139.75,34.5
516,139.75,34.0
517,135.25,37.5
518,135.25,40.0
519,135.25,40.0
520,136.5,41.0
521,136.5,39.0
522,137.25,36.0
523,137.25,36.5
524,137.25,38.0
525,137.25,38.0
526,137.25,37.5
527,141.75,35.5
528,141.75,34.0
529,142.0,36.0
530,140.25,36.5
531,140.25,34.5
532,138.75,33.5
533,138.75,32.0
534,138.75,32.0
535,138.75,36.0
536,139.0,38.5
537,139.0,40.5
538,139.0,41.0
539,140.0,38.5
540,140.0,37.0
541,140.5,36.5
542,140.75,36.0
543,140.75,35.5
544,140.75,34.5
