seconds,FHR,UC
0,171.0,18.0
1,171.0,18.0
2,169.25,18.0
3,169.25,17.5
4,168.25,17.5
5,168.25,17.5
6,168.25,18.0
7,167.25,17.5
8,166.25,17.5
9,163.0,17.5
10,163.0,17.0
11,158.0,17.0
12,158.0,17.0
13,158.0,17.0
14,154.5,17.0
15,154.5,17.5
16,152.5,17.0
17,153.5,16.5
18,153.5,16.5
19,154.0,16.5
20,154.0,16.0
21,155.75,18.0
22,155.75,18.0
23,156.0,16.5
24,156.0,16.5
25,156.25,16.5
26,156.25,17.0
27,155.5,17.0
28,155.5,16.5
29,155.5,16.5
30,156.0,17.0
31,156.0,16.5
32,158.0,16.5
33,158.0,16.5
34,159.5,16.5
35,159.5,16.5
36,159.25,16.5
37,159.75,16.5
38,159.75,16.0
39,160.25,16.5
40,160.25,16.5
41,160.25,16.5
42,158.5,16.5
43,158.0,16.0
44,158.0,15.5
45,158.0,15.5
46,158.0,15.5
47,158.0,15.5
48,158.0,15.5
49,158.0,15.0
50,158.0,15.0
51,158.0,14.5
52,158.0,14.5
53,0.0,14.5
54,0.0,14.5
55,0.0,14.0
56,0.0,14.0
57,0.0,15.0
58,0.0,15.5
59,0.0,14.5
60,0.0,14.0
61,0.0,14.5
62,0.0,14.0
63,0.0,13.5
64,0.0,14.5
65,0.0,17.5
66,0.0,15.5
67,0.0,13.5
68,0.0,13.0
69,150.25,13.5
70,150.25,14.5
71,150.25,14.0
72,150.5,14.0
73,150.5,13.5
74,151.0,12.5
75,151.0,12.5
76,151.75,12.5
77,151.75,11.5
78,151.75,12.0
79,151.75,12.5
80,153.5,12.5
81,153.5,10.5
82,155.5,10.0
83,157.5,10.5
84,157.5,11.0
85,159.25,11.0
86,159.25,11.0
87,159.25,11.0
88,159.25,10.0
89,160.0,10.5
90,160.0,10.5
91,161.5,10.5
92,161.5,11.0
93,163.0,11.0
94,163.0,11.5
95,165.25,11.5
96,165.25,11.5
97,167.5,11.5
98,167.5,11.5
99,167.5,11.5
100,167.5,11.5
101,167.5,12.0
102,167.5,11.5
103,168.75,11.5
104,168.75,11.5
105,170.0,11.5
106,170.0,11.0
107,171.75,11.0
108,171.75,11.0
109,173.25,11.0
110,173.25,11.0
111,173.0,11.0
112,173.0,10.5
113,175.0,10.5
114,175.0,10.5
115,175.0,10.5
116,173.75,10.0
117,173.75,10.0
118,175.25,10.5
119,175.25,10.0
120,175.25,10.0
121,176.25,10.5
122,176.25,10.0
123,176.5,10.0
124,176.5,10.0
125,176.75,10.0
126,177.0,9.5
127,177.0,9.5
128,177.0,10.0
129,179.5,9.5
130,179.5,9.5
131,179.0,9.5
132,176.75,9.5
133,176.75,9.5
134,176.75,9.5
135,176.75,9.5
136,178.0,9.5
137,178.0,9.5
138,178.0,9.5
139,178.0,9.5
140,178.5,9.5
141,178.75,9.5
142,178.75,10.0
143,177.75,9.5
144,177.75,9.5
145,178.25,9.5
146,178.25,9.5
147,177.0,9.0
148,177.0,9.5
149,177.25,9.5
150,177.25,10.0
151,177.25,9.5
152,177.25,9.5
153,177.75,9.5
154,177.75,9.5
155,180.25,10.0
156,180.25,10.0
157,181.25,10.0
158,181.25,10.0
159,181.5,10.0
160,181.5,10.0
161,181.5,10.0
162,181.5,9.5
163,181.5,9.5
164,180.75,9.5
165,180.75,10.0
166,180.0,10.5
167,180.0,11.0
168,179.75,10.5
169,179.75,10.5
170,178.5,10.5
171,178.5,11.0
172,179.25,10.5
173,179.25,10.5
174,179.5,10.5
175,179.5,11.0
176,179.0,10.5
177,179.0,10.5
178,178.0,10.0
179,178.0,10.0
180,177.5,9.5
181,177.5,9.5
182,173.75,9.5
183,173.75,9.5
184,170.25,9.5
185,170.25,9.5
186,165.5,9.0
187,165.5,9.0
188,161.25,9.0
189,157.25,9.0
190,157.25,8.5
191,155.0,8.5
192,153.25,8.5
193,153.25,8.5
194,153.0,8.5
195,153.0,8.5
196,152.5,8.5
197,152.0,8.0
198,152.0,8.0
199,152.0,8.0
200,152.0,8.0
201,152.25,8.0
202,152.25,8.0
203,150.5,8.0
204,150.5,8.0
205,150.5,8.0
206,150.5,8.0
207,150.25,8.0
208,150.25,8.0
209,150.25,8.5
210,150.25,8.0
211,151.75,8.0
212,151.75,8.0
213,152.0,8.0
214,152.0,8.0
215,151.5,8.0
216,151.0,8.0
217,151.0,7.5
218,150.75,7.5
219,150.5,7.5
220,150.5,8.0
221,150.0,8.0
222,150.0,8.0
223,149.25,8.0
224,148.75,8.0
225,148.75,8.0
226,148.25,8.0
227,147.0,8.0
228,147.0,8.5
229,145.75,8.0
230,145.75,8.0
231,144.75,8.0
232,144.75,8.0
233,144.75,8.0
234,144.5,8.0
235,144.5,8.0
236,144.5,8.0
237,144.75,8.0
238,144.75,8.0
239,144.25,7.5
240,144.25,7.5
241,144.25,8.0
242,147.75,8.0
243,147.75,7.5
244,147.75,7.5
245,148.75,7.5
246,148.75,7.5
247,149.75,7.5
248,149.75,7.5
249,149.75,7.5
250,149.0,8.0
251,149.0,7.5
252,147.5,8.0
253,147.5,8.0
254,146.0,7.5
255,146.0,8.0
256,143.5,8.0
257,143.5,8.0
258,143.5,7.5
259,138.5,7.5
260,138.5,8.0
261,137.5,7.5
262,137.0,7.5
263,137.0,7.5
264,138.25,7.5
265,138.25,7.0
266,139.25,7.5
267,140.0,7.5
268,140.0,7.5
269,140.0,7.5
270,143.5,7.5
271,143.5,7.5
272,144.0,7.5
273,144.0,7.5
274,144.5,7.5
275,144.5,7.5
276,145.0,7.5
277,145.0,7.5
278,145.0,7.5
279,145.0,7.5
280,145.0,7.5
281,148.5,7.5
282,146.75,7.5
283,146.75,7.5
284,145.5,7.5
285,145.5,7.5
286,143.25,7.5
287,142.5,7.0
288,142.5,7.5
289,142.5,7.5
290,141.0,7.5
291,141.0,7.0
292,139.0,7.0
293,139.0,7.0
294,138.5,7.0
295,138.5,7.0
296,138.0,7.0
297,138.0,7.0
298,137.75,7.0
299,137.25,7.0
300,137.25,7.0
301,136.5,6.5
302,136.5,7.0
303,136.25,7.0
304,136.25,7.0
305,136.25,6.5
306,136.25,7.0
307,136.25,7.0
308,135.25,6.5
309,135.25,6.5
310,135.75,6.5
311,135.75,6.5
312,136.0,6.5
313,136.0,6.5
314,136.0,6.5
315,136.0,6.5
316,136.0,6.5
317,135.5,6.5
318,135.5,6.5
319,136.5,6.5
320,136.5,6.5
321,138.0,6.5
322,138.75,6.5
323,138.75,6.5
324,140.75,6.5
325,140.75,6.5
326,141.5,6.5
327,141.0,6.5
328,141.0,6.5
329,141.0,6.5
330,143.25,6.5
331,143.25,6.5
332,142.5,6.5
333,142.5,7.0
334,139.75,7.0
335,139.75,7.0
336,138.5,6.5
337,138.5,6.5
338,138.0,7.0
339,136.5,7.0
340,136.5,7.0
341,132.75,6.5
342,132.75,6.5
343,130.75,6.5
344,130.75,6.0
345,129.25,6.0
346,129.25,6.0
347,126.25,6.0
348,126.25,6.5
349,125.75,6.5
350,125.75,6.5
351,128.75,6.5
352,128.75,6.5
353,134.0,6.5
354,134.0,6.5
355,136.5,6.5
356,138.0,6.5
357,138.0,6.5
358,139.75,6.5
359,139.75,6.5
360,139.75,6.5
361,143.25,6.0
362,143.25,6.0
363,143.25,6.0
364,144.5,6.0
365,144.5,6.0
366,144.75,6.0
367,144.75,6.0
368,144.75,6.0
369,144.75,6.0
370,144.75,6.0
371,145.0,6.0
372,144.75,6.0
373,144.75,5.5
374,144.75,6.0
375,141.25,6.0
376,141.25,6.0
377,138.75,6.0
378,137.0,6.5
379,137.0,6.5
380,134.75,6.5
381,134.75,6.5
382,135.0,6.5
383,135.0,6.5
384,135.25,6.5
385,136.25,6.5
386,136.25,6.5
387,136.5,6.0
388,136.5,6.0
389,136.5,6.0
390,136.5,6.0
391,136.0,6.0
392,135.25,6.0
393,135.25,5.5
394,134.25,6.0
395,134.25,6.0
396,132.5,6.0
397,132.5,6.0
398,132.5,6.0
399,130.75,6.0
400,130.75,6.0
401,129.75,6.0
402,129.75,6.5
403,129.75,7.0
404,132.25,7.0
405,132.25,6.5
406,132.25,6.5
407,132.25,6.5
408,136.5,7.0
409,136.75,7.0
410,136.75,7.0
411,136.25,7.0
412,136.25,6.5
413,136.25,6.5
414,136.25,6.5
415,136.25,7.0
416,136.25,7.0
417,129.75,6.5
418,129.75,7.0
419,129.75,7.0
420,129.75,7.0
421,129.75,7.0
422,130.75,7.0
423,130.75,7.0
424,130.75,7.0
425,130.75,6.5
426,133.5,6.5
427,133.5,7.0
428,134.75,6.5
429,136.25,6.5
430,136.25,6.5
431,138.5,6.5
432,138.5,6.5
433,138.5,6.5
434,141.0,6.5
435,141.0,7.0
436,142.5,7.0
437,142.5,7.0
438,140.75,7.0
439,140.75,7.0
440,137.0,7.0
441,137.0,7.0
442,135.75,7.0
443,135.75,7.0
444,132.5,7.0
445,132.5,7.0
446,131.75,7.0
447,131.75,7.0
448,130.0,7.0
449,130.0,6.5
450,130.25,6.5
451,130.25,6.5
452,131.0,6.5
453,131.0,6.5
454,131.0,6.5
455,134.75,6.5
456,136.75,6.5
457,136.75,6.5
458,138.5,6.0
459,138.5,6.5
460,138.5,6.0
461,139.25,6.0
462,139.25,6.0
463,139.5,6.5
464,139.5,6.5
465,140.75,6.0
466,141.5,6.0
467,141.5,6.0
468,142.0,6.0
469,142.0,6.0
470,142.0,6.5
471,142.0,6.0
472,139.5,6.5
473,139.5,6.5
474,139.5,6.5
475,140.5,6.5
476,140.5,6.5
477,140.25,7.0
478,140.25,6.5
479,140.25,6.5
480,140.5,7.0
481,140.5,7.0
482,140.75,7.0
483,142.0,7.0
484,142.0,7.0
485,142.5,7.0
486,142.5,6.5
487,142.5,6.5
488,143.25,6.5
489,143.25,6.5
490,142.5,6.5
491,142.5,6.5
492,142.5,6.5
493,144.0,6.0
494,144.0,6.0
495,142.5,6.0
496,141.0,6.0
497,141.0,6.0
498,139.0,6.0
499,139.0,6.5
500,139.25,6.5
501,139.25,6.5
502,136.0,6.0
503,136.0,6.0
504,135.0,6.0
505,135.0,6.0
506,132.0,6.0
507,132.0,6.0
508,130.5,6.0
509,130.5,6.0
510,130.0,6.0
511,130.0,6.0
512,127.5,6.0
513,127.5,6.0
514,127.5,6.0
515,127.5,6.0
516,127.5,6.0
517,127.0,6.0
518,127.0,6.0
519,126.5,6.0
520,128.5,6.0
521,128.5,6.0
522,129.25,6.0
523,129.25,6.5
524,128.75,6.0
525,128.75,6.0
526,129.5,6.0
527,129.5,6.0
528,129.5,6.0
529,129.5,6.0
530,132.75,6.0
531,133.75,6.0
532,133.75,5.5
533,134.5,6.0
534,134.5,5.5
535,134.75,5.5
536,134.75,5.5
537,133.5,6.0
538,133.0,6.0
539,133.0,6.0
540,133.0,6.0
541,133.0,6.0
542,132.5,6.0
543,132.5,6.0
544,130.25,6.0
545,130.25,6.0
546,130.0,6.0
547,130.0,6.0
548,129.75,6.0
549,130.75,6.0
550,130.75,6.0
551,131.25,6.0
552,131.25,6.0
553,131.0,5.5
554,131.0,6.0
555,132.25,6.0
556,132.25,6.0
557,131.5,6.0
558,131.5,6.0
559,128.25,6.0
560,128.25,6.0
561,129.5,6.0
562,129.5,6.0
563,132.75,6.0
564,134.5,6.5
565,134.5,6.5
566,134.0,6.5
567,134.0,6.5
568,134.0,6.5
569,134.0,6.0
570,135.5,6.5
571,135.75,6.5
572,135.75,6.5
573,137.75,6.5
574,137.75,6.5
575,139.5,6.5
576,140.25,6.5
577,140.25,7.0
578,140.5,6.5
579,140.5,6.5
580,141.0,6.5
581,141.0,6.5
582,141.0,6.5
583,142.75,6.5
584,142.75,6.5
585,144.25,6.5
586,144.25,6.5
587,144.25,7.0
588,145.25,7.0
589,145.0,7.0
590,145.0,6.5
591,143.5,6.5
592,143.5,7.0
593,141.5,6.5
594,141.5,6.5
595,138.25,7.0
596,138.25,7.0
597,136.25,6.5
598,135.0,6.5
599,135.0,6.5
600,134.75,7.0
601,134.75,7.0
602,135.25,6.5
603,135.25,6.5
604,135.25,6.5
605,135.5,6.5
606,135.5,6.5
607,136.75,6.5
608,136.75,6.5
609,137.5,6.0
610,137.5,6.5
611,138.25,6.0
612,140.0,6.0
613,140.0,6.0
614,141.0,6.0
615,141.0,5.5
616,140.0,6.0
617,140.0,6.0
618,140.0,6.0
