seconds,FHR,UC
0,151.5,5.5
1,151.0,5.0
2,151.0,4.5
3,149.75,4.5
4,146.25,5.0
5,146.25,5.0
6,143.0,5.0
7,143.0,4.5
8,139.25,4.5
9,132.0,4.5
10,132.0,4.5
11,132.0,4.5
12,124.75,5.0
13,124.75,4.5
14,122.0,4.0
15,122.0,4.0
16,122.75,4.0
17,122.75,4.0
18,124.5,4.5
19,124.5,4.5
20,124.5,4.0
21,124.25,4.0
22,124.25,4.0
23,124.25,4.0
24,124.25,4.0
25,124.25,4.0
26,137.25,4.0
27,137.5,4.0
28,137.5,4.0
29,136.5,4.0
30,136.5,4.5
31,136.25,4.5
32,136.25,4.5
33,135.0,4.0
34,134.5,4.0
35,134.5,4.0
36,134.5,4.0
37,132.75,4.5
38,133.5,4.5
39,133.5,4.5
40,133.0,4.0
41,133.0,4.0
42,133.25,4.0
43,133.25,4.5
44,131.75,4.5
45,131.75,4.5
46,131.75,4.0
47,133.0,4.0
48,133.0,4.0
49,133.5,4.5
50,133.5,4.5
51,134.25,4.5
52,134.25,4.5
53,134.5,4.5
54,134.75,4.5
55,134.75,5.0
56,134.5,4.5
57,134.5,4.5
58,135.25,4.5
59,135.25,4.5
60,134.25,4.5
61,134.25,5.0
62,131.75,4.5
63,131.75,4.5
64,130.25,4.5
65,132.75,4.5
66,132.75,4.5
67,135.0,4.0
68,135.0,4.0
69,136.5,4.0
70,137.5,4.0
71,137.5,4.0
72,138.5,4.0
73,138.5,3.5
74,143.25,4.0
75,146.5,4.0
76,146.5,4.0
77,149.0,4.0
78,146.75,4.0
79,146.75,4.0
80,148.0,4.0
81,148.0,4.0
82,145.5,4.0
83,145.5,4.0
84,139.75,4.0
85,136.5,4.0
86,136.5,4.0
87,143.75,4.0
88,143.75,4.0
89,145.75,4.0
90,145.75,4.0
91,143.25,4.0
92,143.25,4.0
93,139.5,4.0
94,139.5,4.5
95,133.5,4.5
96,133.5,4.5
97,132.75,4.0
98,132.75,4.0
99,132.0,4.0
100,132.0,4.5
101,131.25,4.5
102,132.0,4.5
103,132.0,4.5
104,135.0,4.5
105,135.0,4.5
106,156.25,4.5
107,156.25,4.5
108,156.5,4.5
109,156.25,4.5
110,156.25,4.5
111,156.25,4.5
112,154.75,4.5
113,155.25,4.5
114,155.25,4.5
115,154.5,4.5
116,152.5,4.5
117,152.5,4.5
118,147.0,4.5
119,147.0,4.5
120,138.25,4.5
121,138.75,4.5
122,138.75,4.5
123,139.5,4.5
124,139.5,4.5
125,140.5,4.5
126,140.75,4.5
127,140.75,4.5
128,140.25,4.5
129,140.25,4.5
130,141.0,4.5
131,141.0,4.5
132,143.0,4.5
133,144.25,4.5
134,144.25,4.5
135,144.75,4.5
136,144.5,4.5
137,144.5,4.5
138,145.0,4.5
139,145.0,4.5
140,145.75,4.5
141,145.5,4.5
142,145.5,4.5
143,146.0,4.5
144,146.0,5.0
145,146.25,5.0
146,147.25,5.0
147,147.25,5.0
148,148.0,5.0
149,148.0,5.0
150,147.5,5.0
151,148.75,5.0
152,148.75,5.0
153,148.5,5.5
154,150.75,5.0
155,150.75,5.0
156,149.5,5.0
157,149.5,5.0
158,147.5,5.0
159,148.5,5.0
160,148.5,5.0
161,148.25,5.5
162,148.0,5.5
163,148.0,5.5
164,148.5,5.5
165,148.5,5.5
166,149.0,5.5
167,149.5,5.5
168,149.5,6.0
169,149.25,6.0
170,150.75,6.0
171,150.75,6.0
172,150.5,6.0
173,150.5,6.0
174,150.0,6.5
175,150.75,6.5
176,150.75,6.5
177,150.25,6.5
178,149.0,6.5
179,149.0,6.5
180,148.25,6.5
181,148.25,6.5
182,146.75,6.5
183,145.25,6.5
184,145.25,6.5
185,145.0,6.5
186,145.0,6.5
187,146.5,6.5
188,145.25,6.5
189,145.25,6.5
190,146.5,6.5
