seconds,FHR,UC
0,154.0,6.0
1,154.0,6.0
2,153.0,6.0
3,153.0,6.0
4,153.0,6.0
5,153.0,6.0
6,153.0,6.0
7,153.0,6.0
8,155.0,6.0
9,156.0,6.0
10,156.0,6.0
11,155.0,6.0
12,155.0,6.0
13,157.0,6.0
14,156.0,6.0
15,156.0,6.0
16,157.0,6.0
17,157.0,6.0
18,157.0,6.0
19,157.0,6.0
20,157.0,6.0
21,157.0,6.0
22,157.0,6.0
23,157.0,6.0
24,157.0,6.0
25,153.0,6.0
26,153.0,6.0
27,153.0,6.0
28,152.0,6.0
29,153.0,6.0
30,153.0,6.0
31,153.0,6.0
32,153.0,6.0
33,154.0,6.0
34,155.0,6.0
35,155.0,6.0
36,154.0,6.0
37,155.0,6.0
38,155.0,6.0
39,157.0,6.0
40,157.0,6.0
41,157.0,6.0
42,157.0,6.0
43,159.0,6.0
44,159.0,6.0
45,159.0,6.0
46,160.0,6.0
47,161.0,6.0
48,161.0,6.0
49,161.0,7.0
50,161.0,7.0
51,161.0,8.0
52,159.0,8.0
53,159.0,9.0
54,160.0,9.0
55,161.0,10.0
56,161.0,10.0
57,160.0,9.0
58,160.0,9.0
59,160.0,8.0
60,159.0,8.0
61,160.0,8.0
62,160.0,8.0
63,157.0,8.0
64,157.0,8.0
65,157.0,11.0
66,156.0,11.0
67,155.0,13.0
68,155.0,13.0
69,154.0,11.0
70,153.0,11.0
71,153.0,7.0
72,152.0,7.0
73,152.0,6.0
74,150.0,6.0
75,151.0,6.0
76,151.0,6.0
77,151.0,7.0
78,148.0,7.0
79,148.0,7.0
80,150.0,7.0
81,150.0,7.0
82,150.0,7.0
83,152.0,6.0
84,152.0,6.0
85,151.0,6.0
86,153.0,6.0
87,153.0,9.0
88,153.0,9.0
89,153.0,21.0
90,153.0,21.0
91,153.0,39.0
92,153.0,39.0
93,153.0,54.0
94,154.0,54.0
95,154.0,62.0
96,153.0,62.0
97,154.0,60.0
98,154.0,60.0
99,153.0,55.0
100,153.0,55.0
101,153.0,53.0
102,153.0,53.0
103,153.0,49.0
104,154.0,49.0
105,155.0,44.0
106,155.0,44.0
107,156.0,38.0
108,156.0,38.0
109,156.0,35.0
110,157.0,35.0
111,158.0,35.0
112,158.0,35.0
113,159.0,33.0
114,159.0,33.0
115,159.0,32.0
116,159.0,32.0
117,159.0,31.0
118,159.0,31.0
119,160.0,30.0
120,160.0,30.0
121,160.0,31.0
122,161.0,31.0
123,160.0,32.0
124,160.0,32.0
125,159.0,33.0
126,160.0,33.0
127,160.0,33.0
128,159.0,33.0
129,158.0,33.0
130,158.0,33.0
131,157.0,33.0
132,157.0,33.0
133,157.0,33.0
134,157.0,33.0
135,156.0,32.0
136,156.0,32.0
137,155.0,31.0
138,155.0,31.0
139,155.0,32.0
140,153.0,32.0
141,153.0,33.0
142,152.0,33.0
143,153.0,34.0
144,153.0,34.0
145,152.0,36.0
146,153.0,36.0
147,153.0,38.0
148,152.0,38.0
149,150.0,39.0
150,150.0,39.0
151,150.0,36.0
152,150.0,36.0
153,151.0,34.0
154,152.0,34.0
155,152.0,34.0
156,151.0,34.0
157,150.0,34.0
158,150.0,34.0
159,150.0,35.0
160,150.0,35.0
161,148.0,33.0
162,150.0,33.0
163,150.0,30.0
164,149.0,30.0
165,150.0,27.0
166,150.0,27.0
167,150.0,23.0
168,150.0,23.0
169,148.0,19.0
170,149.0,19.0
171,149.0,15.0
172,148.0,15.0
173,147.0,10.0
174,147.0,10.0
175,147.0,7.0
176,147.0,7.0
177,147.0,7.0
178,150.0,7.0
179,150.0,8.0
180,150.0,8.0
181,150.0,8.0
182,150.0,8.0
183,151.0,8.0
184,151.0,8.0
185,151.0,8.0
186,152.0,8.0
187,152.0,6.0
188,153.0,6.0
189,153.0,6.0
190,153.0,6.0
191,154.0,7.0
192,155.0,7.0
193,155.0,8.0
194,156.0,8.0
195,156.0,8.0
196,155.0,8.0
197,157.0,8.0
198,157.0,8.0
199,157.0,7.0
200,156.0,7.0
201,156.0,7.0
202,157.0,7.0
203,157.0,6.0
204,157.0,6.0
205,157.0,6.0
206,156.0,6.0
207,156.0,6.0
208,157.0,6.0
209,153.0,6.0
210,153.0,6.0
211,154.0,6.0
212,155.0,6.0
213,155.0,6.0
214,155.0,6.0
215,155.0,6.0
216,154.0,6.0
217,154.0,6.0
218,154.0,6.0
219,155.0,6.0
220,154.0,6.0
