seconds,FHR,UC
0,102.0,14.5
1,107.25,14.0
2,107.25,11.5
3,102.0,10.5
4,102.0,10.5
5,102.0,10.5
6,102.0,11.5
7,102.0,14.0
8,102.0,12.5
9,102.0,11.5
10,102.0,10.5
11,102.0,9.5
12,102.0,10.0
13,102.0,11.0
14,101.75,12.5
15,101.75,14.0
16,0.0,10.0
17,0.0,10.0
18,0.0,10.0
19,0.0,10.5
20,140.5,11.5
21,140.5,14.0
22,140.5,14.5
23,139.5,14.0
24,139.5,11.0
25,139.5,9.5
26,127.5,8.0
27,127.5,10.0
28,127.5,7.0
29,127.5,4.0
30,127.5,3.0
31,127.5,2.5
32,127.5,2.5
33,127.5,5.0
34,127.5,4.0
35,127.5,4.0
36,127.5,5.0
37,127.5,5.0
38,0.0,5.5
39,0.0,6.0
40,0.0,7.0
41,0.0,9.0
42,0.0,10.5
43,0.0,10.5
44,0.0,10.0
45,0.0,11.0
46,0.0,12.5
47,0.0,15.5
48,0.0,16.5
49,0.0,14.5
50,0.0,12.0
51,0.0,12.5
52,0.0,15.0
53,0.0,19.0
54,0.0,15.5
55,0.0,15.0
56,0.0,16.0
57,0.0,18.0
58,0.0,17.5
59,0.0,16.5
60,0.0,16.5
61,0.0,16.5
62,0.0,17.5
63,0.0,19.0
64,0.0,18.0
65,0.0,18.0
66,112.0,17.0
67,112.0,17.5
68,108.75,17.5
69,108.75,17.0
70,108.75,18.0
71,108.75,19.0
72,112.5,17.5
73,112.5,17.5
74,120.5,17.5
75,120.5,18.5
76,120.5,20.0
77,129.5,20.5
78,133.0,19.0
79,133.0,15.0
80,129.75,14.0
81,129.75,14.5
82,129.75,15.0
83,128.75,16.5
84,128.75,18.0
85,109.25,16.0
86,109.25,14.5
87,104.75,14.5
88,104.75,14.5
89,102.25,16.0
90,102.25,18.5
91,102.25,19.0
92,100.25,16.5
93,100.25,15.0
94,99.25,14.5
95,99.25,14.0
96,96.75,15.5
97,96.75,17.0
98,96.75,17.5
99,97.0,15.5
100,97.0,14.5
101,96.75,15.0
102,96.75,14.5
103,96.75,15.0
104,97.0,16.5
105,97.0,16.5
106,97.0,15.0
107,0.0,15.0
108,0.0,15.0
109,0.0,14.5
110,0.0,15.0
111,76.5,16.5
112,76.5,17.0
113,76.5,16.0
114,78.0,15.0
115,78.0,15.0
116,78.0,15.5
117,78.0,16.0
118,82.25,18.0
119,82.25,18.0
120,84.5,16.0
121,84.5,15.5
122,84.5,15.0
123,84.5,15.5
124,87.0,16.0
125,87.0,15.5
126,86.75,14.5
127,86.75,14.5
128,90.25,16.0
129,90.25,15.5
130,90.25,16.5
131,90.5,16.0
132,90.5,15.5
133,90.5,15.5
134,90.25,15.0
135,90.25,16.5
136,90.25,17.5
137,90.25,17.0
138,90.25,16.0
139,90.25,15.5
140,90.5,15.5
141,0.0,15.5
142,0.0,15.0
143,0.0,15.5
144,0.0,16.0
145,0.0,15.5
146,0.0,15.0
147,0.0,14.5
148,0.0,14.0
149,0.0,14.0
150,0.0,14.0
151,0.0,14.0
152,0.0,14.0
153,0.0,14.0
154,0.0,14.0
155,0.0,14.0
156,0.0,14.5
157,0.0,14.5
158,0.0,13.5
159,0.0,13.5
160,0.0,13.5
161,0.0,14.0
162,0.0,14.5
163,0.0,15.0
164,0.0,15.5
165,94.0,15.5
166,94.0,14.0
167,94.0,14.0
168,94.5,14.0
169,94.5,14.0
170,93.5,14.0
171,93.5,14.5
172,94.25,15.0
173,94.25,16.0
174,94.25,16.0
175,95.75,15.5
176,95.75,14.5
177,95.5,14.0
178,95.5,14.5
179,95.5,14.5
180,108.0,15.0
181,106.75,16.0
182,106.75,17.0
183,106.75,17.5
184,102.25,16.0
185,102.25,15.0
186,102.25,15.0
187,102.25,16.0
188,88.25,17.0
189,88.25,18.5
190,88.25,17.5
191,87.75,17.0
192,87.75,16.0
193,88.5,16.5
194,88.5,17.5
195,88.5,18.5
196,88.25,19.0
197,88.25,17.5
198,88.25,16.5
199,88.25,17.5
200,88.25,19.0
201,88.25,18.0
202,88.25,17.0
203,88.25,17.0
204,88.25,18.5
205,88.5,19.5
206,0.0,19.5
207,0.0,18.5
208,0.0,17.5
209,107.75,17.5
210,107.75,17.5
211,104.75,18.5
212,104.75,19.0
213,104.75,18.5
214,104.75,17.5
215,95.5,17.0
216,95.5,17.5
217,95.5,17.5
218,91.0,18.0
219,91.0,18.5
220,89.5,17.5
221,89.5,17.0
222,90.0,17.0
223,90.0,17.0
224,90.0,17.0
225,90.75,18.0
226,90.75,18.0
227,92.0,17.0
228,92.0,16.5
229,92.0,16.5
230,92.0,16.5
231,92.0,16.5
232,91.75,16.0
233,91.75,16.0
234,91.75,16.5
235,91.75,17.0
236,91.75,16.5
237,91.75,16.0
238,92.0,16.0
239,0.0,16.0
240,0.0,16.5
241,0.0,17.5
242,0.0,17.0
243,0.0,16.5
244,115.75,16.5
245,115.75,16.5
246,109.75,16.5
247,109.75,16.5
248,103.0,18.0
249,103.0,18.0
250,102.75,17.0
251,102.75,17.0
252,102.75,17.0
253,102.75,17.0
254,103.0,17.5
255,103.0,18.5
256,103.0,19.0
257,94.25,18.5
258,94.25,18.5
259,97.5,17.5
260,97.5,17.5
261,97.5,18.5
262,98.25,19.0
263,98.25,19.5
264,99.75,19.5
265,99.75,18.5
266,99.75,18.0
267,99.75,17.5
268,99.75,19.0
269,99.75,19.5
270,98.75,18.5
271,98.75,18.0
272,86.25,17.5
273,86.25,17.5
274,86.25,18.5
275,84.5,19.0
276,84.5,17.5
277,84.5,17.0
278,82.25,17.0
279,82.25,17.0
280,82.25,17.0
281,80.0,17.0
282,80.0,16.0
283,80.0,16.0
284,80.0,16.5
285,79.25,16.5
286,79.25,16.5
287,80.25,16.0
288,80.25,16.0
289,80.25,16.0
290,81.0,16.0
291,81.0,16.5
292,81.0,17.0
293,81.0,17.0
294,81.0,16.5
295,81.75,16.5
296,81.75,16.5
297,83.75,16.5
298,83.75,17.0
299,83.75,17.5
300,85.25,17.0
301,85.25,17.0
302,85.25,17.0
303,85.5,16.5
304,85.5,16.0
305,85.5,17.0
306,85.5,16.5
307,85.5,16.5
308,85.25,17.0
309,85.25,16.5
310,85.25,16.0
311,0.0,16.0
312,0.0,15.5
313,0.0,16.0
314,0.0,16.0
315,0.0,15.5
316,78.25,15.5
317,78.25,16.5
318,78.25,16.0
319,78.0,15.0
320,78.0,15.0
321,77.75,15.0
322,77.75,15.5
323,77.75,16.0
324,77.75,15.5
325,77.75,14.5
326,77.5,15.0
327,77.5,15.0
328,77.5,14.5
329,77.5,14.0
330,77.25,14.0
331,77.25,15.0
332,77.25,14.0
333,77.5,14.0
334,77.5,13.5
335,77.5,13.5
336,77.25,13.5
337,77.25,13.0
338,77.0,14.0
339,77.0,14.5
340,77.0,14.0
341,77.25,14.5
342,77.25,14.5
343,77.25,14.5
344,77.0,16.0
345,77.0,16.5
346,76.75,17.0
347,76.75,16.5
348,76.75,16.0
349,76.75,16.5
350,76.75,16.5
351,76.75,16.5
352,76.75,16.0
353,76.75,16.0
354,77.0,17.0
355,77.0,17.0
356,77.0,16.5
357,77.0,15.5
358,77.0,15.5
359,77.0,16.0
360,77.0,16.5
361,76.5,16.5
362,76.5,16.0
363,76.5,16.0
364,76.5,16.0
365,76.5,16.0
366,76.5,16.0
367,76.5,17.0
368,76.5,17.0
369,76.5,16.5
370,76.25,16.5
371,76.25,16.0
372,76.25,16.0
373,76.25,16.5
374,76.25,17.0
375,76.25,17.5
376,76.0,18.5
377,76.0,17.5
378,76.0,17.0
379,76.0,16.5
380,76.5,16.5
381,76.5,16.5
382,75.75,18.0
383,75.75,19.5
384,75.75,18.0
385,75.75,17.5
386,77.0,17.5
387,77.0,18.5
388,77.0,19.5
389,77.5,21.0
390,77.5,20.5
391,77.5,19.0
392,76.0,18.5
393,76.0,18.5
394,76.25,19.0
395,76.25,20.5
