seconds,FHR,UC,FHR_denoised
0,142.75,28.0,142.75
1,142.75,28.0,142.75
2,142.75,31.0,142.75
3,144.25,31.0,144.25
4,144.25,31.0,144.25
5,142.75,31.0,142.75
6,143.5,33.0,143.5
7,143.5,33.0,143.5
8,142.75,39.0,142.75
9,142.75,39.0,142.75
10,143.5,43.0,143.5
11,144.25,43.0,144.25
12,144.25,42.0,144.25
13,144.25,42.0,144.25
14,144.25,41.0,144.25
15,145.0,41.0,145.0
16,145.0,42.0,145.0
17,145.0,42.0,145.0
18,142.75,46.0,142.75
19,142.75,46.0,142.75
20,144.25,50.0,144.25
21,143.5,50.0,143.5
22,143.5,53.0,143.5
23,143.5,53.0,143.5
24,143.5,56.0,143.5
25,143.5,56.0,143.5
26,143.5,55.0,143.5
27,142.75,55.0,142.75
28,142.75,55.0,142.75
29,142.75,55.0,142.75
30,142.25,55.0,142.25
31,142.25,55.0,142.25
32,140.75,53.0,140.75
33,140.25,53.0,140.25
34,140.25,52.0,140.25
35,140.25,52.0,140.25
36,140.25,55.0,140.25
37,141.5,55.0,141.5
38,140.25,57.0,140.25
39,140.25,57.0,140.25
40,139.0,59.0,139.0
41,139.0,59.0,139.0
42,137.0,61.0,137.0
43,137.0,61.0,137.0
44,135.25,60.0,135.25
45,135.75,60.0,135.75
46,135.75,61.0,135.75
47,137.0,61.0,137.0
48,137.0,60.0,137.0
49,134.5,60.0,134.5
50,134.5,56.0,134.5
51,137.0,56.0,137.0
52,139.5,53.0,139.5
53,139.5,53.0,139.5
54,140.25,51.0,140.25
55,140.25,51.0,140.25
56,140.25,52.0,140.25
57,140.25,52.0,140.25
58,140.75,55.0,140.75
59,140.25,55.0,140.25
60,140.25,56.0,140.25
61,140.75,56.0,140.75
62,140.75,56.0,140.75
63,142.25,56.0,142.25
64,142.25,57.0,142.25
65,142.75,57.0,142.75
66,141.5,56.0,141.5
67,141.5,56.0,141.5
68,142.75,56.0,142.75
69,142.25,56.0,142.25
70,142.25,60.0,142.25
71,143.5,60.0,143.5
72,143.5,64.0,143.5
73,143.5,64.0,143.5
74,143.5,66.0,143.5
75,143.5,66.0,143.5
76,142.75,65.0,142.75
77,142.75,65.0,142.75
78,142.75,62.0,142.75
79,142.25,62.0,142.25
80,142.25,63.0,142.25
81,140.75,63.0,140.75
82,140.75,63.0,140.75
83,140.25,63.0,140.25
84,140.25,57.0,140.25
85,140.25,57.0,140.25
86,142.25,54.0,142.25
87,142.25,54.0,142.25
88,141.5,56.0,141.5
89,141.5,56.0,141.5
90,142.25,59.0,142.25
91,143.5,59.0,143.5
92,143.5,57.0,143.5
93,143.5,57.0,143.5
94,143.5,55.0,143.5
95,145.0,55.0,145.0
96,145.0,58.0,145.0
97,145.0,58.0,145.0
98,146.25,58.0,146.25
99,146.25,58.0,146.25
100,147.0,53.0,147.0
101,147.0,53.0,147.0
102,147.0,55.0,147.0
103,147.0,55.0,147.0
104,147.0,58.0,147.0
105,145.75,58.0,145.75
106,142.25,54.0,142.25
107,142.25,54.0,142.25
108,141.5,49.0,141.5
109,141.5,49.0,141.5
110,144.25,49.0,144.25
111,142.25,49.0,142.25
112,142.25,52.0,142.25
113,137.5,52.0,137.5
114,137.5,50.0,137.5
115,134.5,50.0,134.5
116,134.5,47.0,134.5
117,136.25,47.0,136.25
118,134.5,48.0,134.5
119,134.5,48.0,134.5
120,136.25,54.0,136.25
121,136.25,54.0,136.25
122,135.25,57.0,135.25
123,135.25,57.0,135.25
124,135.25,59.0,135.25
125,134.0,59.0,134.0
126,134.0,60.0,134.0
127,135.25,60.0,135.25
128,135.25,60.0,135.25
129,135.75,60.0,135.75
130,135.75,60.0,135.75
131,136.25,60.0,136.25
132,136.25,58.0,136.25
133,136.25,58.0,136.25
134,135.75,58.0,135.75
135,135.75,58.0,135.75
136,135.25,59.0,135.25
137,135.25,59.0,135.25
138,132.75,57.0,132.75
139,132.75,57.0,132.75
140,135.75,56.0,135.75
141,135.75,56.0,135.75
142,135.75,49.0,135.75
143,135.75,49.0,135.75
144,135.75,43.0,135.75
145,134.5,43.0,134.5
146,134.5,43.0,134.5
147,132.75,43.0,132.75
148,132.75,47.0,132.75
149,134.5,47.0,134.5
150,131.5,52.0,131.5
151,131.5,52.0,131.5
