seconds,FHR,UC,FHR_denoised
0,153.25,18.0,153.25
1,153.25,17.5,153.25
2,153.25,17.5,153.25
3,153.75,17.5,153.75
4,153.75,17.5,153.75
5,153.5,17.5,153.5
6,152.75,17.5,152.75
7,152.75,18.0,152.75
8,152.75,18.0,152.75
9,152.25,18.0,152.25
10,152.25,18.0,152.25
11,151.5,17.5,151.5
12,151.5,17.5,151.5
13,151.5,17.5,151.5
14,151.25,17.5,151.25
15,151.25,17.5,151.25
16,152.0,18.0,152.0
17,151.75,18.0,151.75
18,151.75,18.0,151.75
19,152.5,18.0,152.5
20,152.75,17.5,152.75
21,152.75,17.5,152.75
22,153.5,17.5,153.5
23,153.5,17.5,153.5
24,154.25,18.0,154.25
25,154.25,18.0,154.25
26,154.25,18.0,154.25
27,154.5,18.0,154.5
28,153.75,17.5,153.75
29,153.75,17.5,153.75
30,154.0,17.5,154.0
31,154.5,17.5,154.5
32,154.5,17.5,154.5
33,155.0,18.0,155.0
34,155.0,18.0,155.0
35,155.0,18.0,155.0
36,155.5,18.0,155.5
37,155.5,17.5,155.5
38,155.0,17.5,155.0
39,155.5,17.5,155.5
40,155.5,17.5,155.5
41,156.5,17.5,156.5
42,156.5,18.0,156.5
43,156.5,18.0,156.5
44,157.0,18.0,157.0
45,156.75,17.5,156.75
46,156.75,17.5,156.75
47,156.0,17.5,156.0
48,156.0,17.5,156.0
49,156.0,17.5,156.0
50,156.25,17.5,156.25
51,155.0,18.0,155.0
52,155.0,18.0,155.0
53,155.25,18.0,155.25
54,153.75,17.5,153.75
55,153.75,17.5,153.75
56,154.25,17.5,154.25
57,154.25,17.5,154.25
58,155.0,17.5,155.0
59,155.0,17.5,155.0
60,155.0,18.0,155.0
61,154.5,18.0,154.5
62,155.0,18.0,155.0
63,155.0,17.5,155.0
64,153.75,17.5,153.75
65,153.0,17.5,153.0
66,153.0,17.5,153.0
67,153.25,17.5,153.25
68,154.0,17.5,154.0
69,154.0,18.0,154.0
70,154.25,18.0,154.25
71,154.25,17.5,154.25
72,153.5,17.5,153.5
73,154.5,17.5,154.5
74,154.5,17.5,154.5
75,155.25,17.5,155.25
76,156.5,17.5,156.5
77,156.5,18.0,156.5
78,156.25,18.0,156.25
79,157.25,18.0,157.25
80,157.25,17.5,157.25
81,157.5,17.5,157.5
82,157.25,17.5,157.25
83,157.25,17.5,157.25
84,157.5,17.5,157.5
85,158.25,17.5,158.25
86,158.25,17.5,158.25
87,158.75,18.0,158.75
88,158.0,18.0,158.0
89,158.0,18.0,158.0
90,159.0,17.5,159.0
91,158.0,17.5,158.0
92,158.0,17.5,158.0
93,155.75,17.5,155.75
94,157.0,17.5,157.0
95,157.0,17.5,157.0
96,156.75,18.0,156.75
97,156.75,18.0,156.75
98,156.75,18.0,156.75
99,156.75,17.5,156.75
100,156.75,17.5,156.75
101,156.5,17.5,156.5
102,156.5,17.5,156.5
103,158.0,17.5,158.0
104,158.0,17.5,158.0
105,158.25,18.0,158.25
106,158.0,18.0,158.0
107,158.0,18.0,158.0
108,158.25,17.5,158.25
109,157.75,17.5,157.75
110,157.75,17.5,157.75
111,157.0,17.5,157.0
112,157.0,17.5,157.0
113,158.25,17.5,158.25
114,157.75,18.0,157.75
115,157.75,18.0,157.75
116,158.5,17.5,158.5
117,158.25,17.5,158.25
118,158.25,17.5,158.25
119,158.75,17.5,158.75
120,159.0,17.5,159.0
121,160.0,17.5,160.0
122,160.0,18.0,160.0
123,159.5,18.0,159.5
124,159.5,18.0,159.5
125,159.5,17.5,159.5
126,158.0,17.5,158.0
127,158.0,17.5,158.0
128,159.25,17.5,159.25
129,158.5,17.5,158.5
130,158.5,17.5,158.5
131,158.75,17.5,158.75
132,157.25,18.0,157.25
133,157.25,18.0,157.25
134,157.75,18.0,157.75
135,156.25,17.5,156.25
136,156.25,17.5,156.25
137,156.5,17.5,156.5
138,155.0,17.5,155.0
139,155.0,17.5,155.0
140,156.25,17.5,156.25
141,155.25,18.0,155.25
142,155.25,18.0,155.25
143,156.25,18.0,156.25
144,156.25,17.5,156.25
145,155.75,17.5,155.75
146,156.0,17.5,156.0
147,156.0,17.5,156.0
