seconds,FHR,UC,FHR_denoised
0,226.75,24.5,226.75
1,226.75,24.5,226.75
2,226.75,24.0,226.75
3,226.75,23.5,226.75
4,226.75,23.5,226.75
5,226.75,23.0,226.75
6,227.0,22.0,227.0
7,0.0,22.5,226.75000000000006
8,0.0,22.5,226.75000000000006
9,0.0,22.5,226.75000000000006
10,0.0,22.0,226.75000000000006
11,0.0,22.0,226.75000000000006
12,108.0,21.5,108.0
13,108.0,21.5,108.0
14,108.0,21.5,108.0
15,108.0,21.5,108.0
16,107.5,21.5,107.5
17,107.5,21.5,107.5
18,107.0,21.0,107.0
19,107.0,21.5,107.0
20,108.0,21.5,108.0
21,108.0,21.0,108.0
22,108.0,21.0,108.0
23,108.0,21.0,108.0
24,108.0,21.0,108.0
25,108.0,21.0,108.0
26,108.0,21.0,108.0
27,107.75,21.0,107.75
28,107.75,21.5,107.75
29,107.75,21.0,107.75
30,107.75,21.5,107.75
31,107.75,21.5,107.75
32,107.75,21.5,107.75
33,107.75,21.5,107.75
34,107.75,21.0,107.75
35,107.75,21.0,107.75
36,107.75,21.0,107.75
37,107.75,21.5,107.75
38,108.0,21.5,108.0
39,108.0,21.5,108.0
40,94.75,20.5,94.75
41,94.75,19.0,94.75
42,98.75,19.5,98.75
43,98.75,20.0,98.75
44,98.75,20.0,98.75
45,99.5,20.5,99.5
46,99.5,21.0,99.5
47,100.0,21.0,100.0
48,100.0,20.0,100.0
49,101.0,19.0,101.0
50,101.0,19.0,101.0
51,101.0,19.0,101.0
52,103.0,19.0,103.0
53,103.0,19.5,103.0
54,103.0,19.0,103.0
55,103.0,19.0,103.0
56,103.75,18.5,103.75
57,103.75,18.0,103.75
58,106.5,18.0,106.5
59,106.5,17.5,106.5
60,106.5,17.5,106.5
61,108.25,17.5,108.25
62,108.25,17.5,108.25
63,98.25,17.5,98.25
64,98.25,18.5,98.25
65,98.25,19.0,98.25
66,93.5,19.0,93.5
67,93.5,18.5,93.5
68,91.25,18.0,91.25
69,91.25,18.0,91.25
70,91.25,18.0,91.25
71,91.25,18.0,91.25
72,91.25,17.5,91.25
73,91.25,17.0,91.25
74,93.25,17.0,93.25
75,93.25,16.5,93.25
76,95.0,16.5,95.0
77,95.0,16.0,95.0
78,95.0,16.0,95.0
79,92.5,15.5,92.5
80,92.5,15.5,92.5
81,90.5,15.0,90.5
82,90.5,14.5,90.5
83,90.5,14.0,90.5
84,82.25,14.0,82.25
