seconds,FHR,UC,FHR_denoised
0,143.0,35.0,143.0
1,143.5,35.0,143.5
2,143.5,35.5,143.5
3,144.25,36.0,144.25
4,144.5,35.5,144.5
5,144.5,33.5,144.5
6,144.25,31.5,144.25
7,144.25,31.0,144.25
8,145.5,30.5,145.5
9,146.0,30.0,146.0
10,146.0,29.0,146.0
11,146.75,27.5,146.75
12,147.0,28.0,147.0
13,147.0,28.5,147.0
14,147.75,29.0,147.75
15,147.75,29.5,147.75
16,148.75,30.0,148.75
17,149.0,30.0,149.0
18,149.0,30.5,149.0
19,148.75,29.0,148.75
20,148.75,26.0,148.75
21,148.5,25.5,148.5
22,148.75,25.0,148.75
23,148.75,24.0,148.75
24,148.25,23.0,148.25
25,148.0,22.0,148.0
26,148.0,21.0,148.0
27,147.5,21.0,147.5
28,147.5,21.0,147.5
29,147.0,21.0,147.0
30,146.25,21.0,146.25
31,146.25,21.0,146.25
32,146.0,20.5,146.0
33,146.0,18.0,146.0
34,145.75,17.0,145.75
35,146.0,16.5,146.0
36,146.0,16.0,146.0
37,145.75,15.5,145.75
38,145.75,15.0,145.75
39,145.5,14.5,145.5
40,145.0,13.5,145.0
41,145.0,13.5,145.0
42,145.0,13.5,145.0
43,145.0,14.0,145.0
44,145.75,14.0,145.75
45,145.0,14.5,145.0
46,145.0,14.0,145.0
47,144.0,12.5,144.0
48,144.0,12.0,144.0
49,144.5,11.5,144.5
50,145.0,12.0,145.0
51,145.0,12.0,145.0
52,145.0,11.5,145.0
53,145.0,12.0,145.0
54,144.5,12.0,144.5
55,144.75,12.0,144.75
56,144.75,13.0,144.75
57,144.75,12.0,144.75
58,145.5,11.0,145.5
59,145.5,10.5,145.5
60,146.5,10.0,146.5
61,146.5,9.5,146.5
62,146.5,9.5,146.5
63,145.75,9.5,145.75
64,145.75,10.0,145.75
65,145.25,10.0,145.25
66,145.25,10.5,145.25
67,145.75,10.0,145.75
68,145.75,8.0,145.75
69,145.75,7.5,145.75
70,145.75,7.0,145.75
71,145.75,7.0,145.75
72,146.25,7.0,146.25
73,146.75,7.0,146.75
74,146.75,7.5,146.75
75,146.75,8.0,146.75
76,146.75,8.0,146.75
77,146.5,7.0,146.5
78,146.5,6.0,146.5
79,146.5,5.5,146.5
80,146.75,5.0,146.75
81,147.0,5.0,147.0
82,147.0,5.0,147.0
83,147.0,5.0,147.0
84,147.0,4.5,147.0
85,147.0,4.0,147.0
86,147.0,4.0,147.0
87,147.0,4.0,147.0
88,146.75,4.0,146.75
89,146.75,4.5,146.75
90,147.0,4.0,147.0
91,147.0,3.5,147.0
92,147.0,3.0,147.0
93,147.5,3.0,147.5
94,147.75,3.0,147.75
95,147.75,3.5,147.75
96,147.75,3.5,147.75
97,147.75,4.0,147.75
98,148.25,3.5,148.25
99,148.25,3.0,148.25
100,148.25,2.5,148.25
101,148.5,2.0,148.5
102,148.5,2.0,148.5
103,148.75,2.0,148.75
104,148.75,2.0,148.75
105,148.75,2.0,148.75
106,149.0,2.0,149.0
107,149.0,1.5,149.0
108,149.0,1.5,149.0
109,148.75,1.5,148.75
110,148.75,2.0,148.75
111,148.5,2.0,148.5
112,149.0,2.0,149.0
113,149.0,1.5,149.0
114,148.75,1.5,148.75
115,148.75,1.0,148.75
116,148.75,1.0,148.75
117,148.75,1.5,148.75
118,148.75,1.0,148.75
119,148.5,1.0,148.5
120,148.5,1.0,148.5
121,148.5,1.0,148.5
122,148.5,1.0,148.5
123,148.5,0.5,148.5
124,148.5,1.0,148.5
125,148.25,1.5,148.25
126,148.25,1.5,148.25
127,148.5,1.0,148.5
128,148.5,1.0,148.5
129,148.5,0.5,148.5
130,148.25,0.5,148.25
131,148.25,0.5,148.25
132,148.0,0.5,148.0
133,148.25,1.0,148.25
134,148.25,1.5,148.25
135,148.25,1.5,148.25
136,148.25,2.5,148.25
137,148.5,3.0,148.5
138,147.75,2.0,147.75
139,147.75,1.0,147.75
140,147.75,1.0,147.75
141,148.0,1.0,148.0
142,148.0,1.0,148.0
143,148.25,1.0,148.25
144,148.25,1.5,148.25
145,148.5,2.0,148.5
146,148.75,3.0,148.75
147,148.75,3.5,148.75
148,148.25,4.0,148.25
149,148.25,3.0,148.25
150,148.75,2.0,148.75
151,148.0,1.5,148.0
152,148.0,1.0,148.0
153,147.75,1.5,147.75
154,148.25,1.0,148.25
155,148.25,1.0,148.25
156,149.0,1.5,149.0
157,149.0,2.0,149.0
158,149.0,2.5,149.0
159,149.0,3.0,149.0
160,149.0,1.5,149.0
161,149.75,1.0,149.75
162,149.25,0.5,149.25
163,149.25,0.5,149.25
164,149.0,0.5,149.0
165,149.0,0.5,149.0
166,149.5,0.5,149.5
167,149.5,0.5,149.5
168,149.5,0.5,149.5
169,149.75,1.0,149.75
170,149.75,1.0,149.75
171,149.75,1.0,149.75
172,149.5,0.0,149.5
173,149.5,0.0,149.5
174,149.25,0.0,149.25
175,149.5,0.0,149.5
176,149.5,0.0,149.5
177,149.75,0.0,149.75
178,149.25,1.0,149.25
179,149.25,1.5,149.25
180,149.0,2.5,149.0
181,149.0,1.5,149.0
182,150.0,1.0,150.0
183,149.75,0.5,149.75
184,149.75,0.5,149.75
185,149.25,0.5,149.25
186,149.25,1.0,149.25
187,149.25,1.0,149.25
188,149.75,1.0,149.75
189,149.75,1.0,149.75
190,149.5,1.5,149.5
191,149.0,2.0,149.0
192,149.0,2.0,149.0
193,149.5,1.0,149.5
194,149.5,1.0,149.5
195,149.5,1.0,149.5
196,149.25,1.0,149.25
197,149.25,1.0,149.25
198,149.5,1.0,149.5
199,149.75,1.5,149.75
200,149.75,1.5,149.75
201,150.0,2.0,150.0
202,150.0,2.0,150.0
203,150.0,1.5,150.0
204,149.75,1.5,149.75
205,149.75,1.5,149.75
206,149.75,1.5,149.75
207,150.25,1.5,150.25
208,150.25,1.5,150.25
209,151.0,2.0,151.0
210,152.75,2.0,152.75
211,152.75,2.0,152.75
212,150.75,2.5,150.75
213,150.75,3.0,150.75
214,152.75,3.0,152.75
215,153.25,3.0,153.25
216,153.25,3.0,153.25
217,153.25,3.0,153.25
218,153.75,3.0,153.75
219,153.75,3.0,153.75
220,152.75,3.0,152.75
221,152.75,3.5,152.75
222,152.5,3.5,152.5
223,153.5,4.0,153.5
224,153.5,5.0,153.5
225,153.5,6.0,153.5
226,153.75,6.5,153.75
227,153.75,6.0,153.75
228,153.75,6.0,153.75
229,154.0,6.0,154.0
230,154.0,6.5,154.0
231,153.75,6.5,153.75
232,153.75,7.0,153.75
233,153.75,7.5,153.75
234,154.25,8.5,154.25
235,154.25,9.5,154.25
236,155.25,9.5,155.25
237,155.75,10.0,155.75
238,155.75,10.0,155.75
239,156.0,9.5,156.0
240,155.75,9.0,155.75
241,155.75,9.0,155.75
242,156.75,9.0,156.75
243,157.25,9.5,157.25
244,157.25,10.0,157.25
245,157.0,10.5,157.0
246,157.5,11.5,157.5
247,157.5,12.0,157.5
